DB	Name	ID	Count
miRBase	mmu-miR-297b-5p	-	4
miRBase	mmu-miR-6962-3p	-	1
miRBase	mmu-miR-7084-5p	-	1
miRBase	mmu-miR-1843a-3p	-	94
miRBase	mmu-miR-147-3p	-	6
miRBase	mmu-miR-5624-5p	-	1
miRBase	mmu-miR-92a-3p	-	128414
miRBase	mmu-mir-17	-	46
miRBase	mmu-mir-872	-	6
miRBase	mmu-mir-874	-	4
miRBase	mmu-mir-92a-2	-	88
miRBase	mmu-mir-877	-	28
miRBase	mmu-mir-879	-	9
miRBase	mmu-mir-92a-1	-	2881
miRBase	mmu-miR-708-3p	-	54
miRBase	mmu-miR-7015-3p	-	31
miRBase	mmu-miR-1843a-5p	-	891
miRBase	mmu-miR-466b-3p	-	20
miRBase	mmu-miR-297b-3p	-	1
miRBase	mmu-mir-409	-	2
miRBase	mmu-miR-146b-5p	-	318931
miRBase	mmu-miR-29b-2-5p	-	18
miRBase	mmu-miR-1298-3p	-	31
miRBase	mmu-miR-147-5p	-	24
miRBase	mmu-miR-434-3p	-	181
miRBase	mmu-miR-3100-3p	-	1
miRBase	mmu-miR-7072-3p	-	1
miRBase	mmu-mir-411	-	17
miRBase	mmu-miR-205-3p	-	1
miRBase	mmu-miR-708-5p	-	40
miRBase	mmu-miR-3098-5p	-	3
miRBase	mmu-miR-466b-5p	-	2
miRBase	mmu-mir-421	-	19
miRBase	mmu-miR-500-5p	-	3
miRBase	mmu-miR-6925-5p	-	1
miRBase	mmu-mir-423	-	146
miRBase	mmu-mir-425	-	58
miRBase	mmu-miR-467d-3p	-	6
miRBase	mmu-mir-429	-	11
miRBase	mmu-miR-7039-3p	-	1
miRBase	mmu-mir-297b	-	6
miRBase	mmu-mir-297c	-	5
miRBase	mmu-miR-146b-3p	-	20
miRBase	mmu-miR-434-5p	-	182
miRBase	mmu-miR-491-3p	-	3
miRBase	mmu-miR-30c-5p	-	56929
miRBase	mmu-mir-1668	-	8
miRBase	mmu-mir-365-1	-	12
miRBase	mmu-mir-434	-	21
miRBase	mmu-mir-365-2	-	50
miRBase	mmu-miR-184-3p	-	121
miRBase	mmu-miR-320-3p	-	2078
miRBase	mmu-miR-3098-3p	-	2
miRBase	mmu-miR-669p-5p	-	37
miRBase	mmu-miR-669a-5p	-	37
miRBase	mmu-miR-378b	-	24
miRBase	mmu-miR-3086-5p	-	39
miRBase	mmu-miR-378d	-	13
miRBase	mmu-miR-378c	-	189
miRBase	mmu-mir-448	-	1
miRBase	mmu-mir-299a	-	2
miRBase	mmu-miR-467d-5p	-	11
miRBase	mmu-miR-298-5p	-	53
miRBase	mmu-miR-6998-5p	-	1
miRBase	mmu-miR-3112-5p	-	1
miRBase	mmu-miR-491-5p	-	7
miRBase	mmu-mir-199a-2	-	4249
miRBase	mmu-miR-3086-3p	-	1
miRBase	mmu-mir-199a-1	-	4239
miRBase	mmu-mir-452	-	13
miRBase	mmu-mir-455	-	29
miRBase	mmu-miR-127-3p	-	3497
miRBase	mmu-mir-1a-2	-	91
miRBase	mmu-miR-19b-3p	-	1436
miRBase	mmu-mir-1a-1	-	89
miRBase	mmu-miR-669a-3p	-	44
miRBase	mmu-miR-3091-5p	-	1
miRBase	mmu-mir-6901	-	1
miRBase	mmu-miR-190a-3p	-	7
miRBase	mmu-miR-504-5p	-	1
miRBase	mmu-mir-98	-	1
miRBase	mmu-miR-340-3p	-	271
miRBase	mmu-mir-93	-	22
miRBase	mmu-miR-7a-5p	-	1113
miRBase	mmu-miR-376b-5p	-	76
miRBase	mmu-miR-201-5p	-	3
miRBase	mmu-miR-872-3p	-	1060
miRBase	mmu-miR-5099	-	1813
miRBase	mmu-miR-127-5p	-	10
miRBase	mmu-mir-490	-	43
miRBase	mmu-miR-195b	-	2
miRBase	mmu-miR-7040-5p	-	1
miRBase	mmu-miR-1929-5p	-	1
miRBase	mmu-miR-8120	-	1
miRBase	mmu-mir-491	-	1
miRBase	mmu-miR-135b-5p	-	2
miRBase	mmu-mir-1231	-	1
miRBase	mmu-miR-24-2-5p	-	11215
miRBase	mmu-miR-139-3p	-	61
miRBase	mmu-mir-6927	-	1
miRBase	mmu-miR-3091-3p	-	1
miRBase	mmu-mir-484	-	22
miRBase	mmu-mir-485	-	6
miRBase	mmu-mir-6925	-	1
miRBase	mmu-mir-6922	-	4
miRBase	mmu-miR-7219-3p	-	6
miRBase	mmu-mir-489	-	1
miRBase	mmu-miR-190a-5p	-	63
miRBase	mmu-miR-7052-3p	-	52
miRBase	mmu-miR-7649-3p	-	1
miRBase	mmu-miR-8114	-	130
miRBase	mmu-miR-8112	-	428
miRBase	mmu-miR-6986-5p	-	4
miRBase	mmu-miR-8111	-	18
miRBase	mmu-miR-770-5p	-	1
miRBase	mmu-miR-8118	-	1
miRBase	mmu-miR-8116	-	9
miRBase	mmu-miR-340-5p	-	2133
miRBase	mmu-miR-140-3p	-	2887
miRBase	mmu-mir-1247	-	5
miRBase	mmu-miR-1969	-	1
miRBase	mmu-mir-1249	-	3
miRBase	mmu-miR-1191a	-	6
miRBase	mmu-mir-6932	-	1
miRBase	mmu-miR-1960	-	5
miRBase	mmu-miR-1961	-	14
miRBase	mmu-miR-872-5p	-	1353
