ID	Lung_F1	Lung_F2	Lung_F3	Lung_M1	Lung_M2	Lung_M3	
mmu-mir-3083	2.0	1.0	1.0	3.0	3.0	9.0	
mmu-miR-1187	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-7677-3p	2.0	0.0	0.0	1.0	2.0	0.0	
mmu-miR-6896-5p	0.0	3.0	0.0	0.0	0.0	1.0	
mmu-mir-3089	0.0	2.0	0.0	0.0	0.0	0.0	
mmu-miR-155-5p	640.0	666.0	291.0	739.0	616.0	832.0	
mmu-mir-3086	3.0	2.0	0.0	2.0	0.0	0.0	
mmu-mir-3087	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-3063-3p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-6901-5p	10.0	3.0	4.0	7.0	9.0	6.0	
mmu-miR-6970-5p	0.0	3.0	3.0	1.0	0.0	5.0	
mmu-miR-6540-5p	10.0	6.0	4.0	14.0	22.0	14.0	
mmu-mir-344-2	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-344-1	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-17-5p	712.0	709.0	271.0	518.0	706.0	727.0	
mmu-mir-3091	0.0	0.0	0.0	1.0	1.0	0.0	
mmu-miR-425-5p	4457.0	3235.0	1066.0	6028.0	6635.0	8154.0	
mmu-mir-3092	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-669l-5p	0.0	2.0	0.0	5.0	11.0	4.0	
mmu-miR-466q	1.0	2.0	0.0	1.0	2.0	0.0	
mmu-miR-466g	5.0	4.0	3.0	4.0	10.0	17.0	
mmu-miR-466f	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-6540-3p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-3095	1.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-466k	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-6925-3p	0.0	0.0	1.0	1.0	0.0	2.0	
mmu-let-7b-5p	23180.0	19335.0	13655.0	39964.0	54569.0	57792.0	
mmu-miR-7024-5p	0.0	0.0	0.0	1.0	1.0	0.0	
mmu-miR-669e-5p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-344b-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-101b-5p	1.0	3.0	0.0	0.0	1.0	0.0	
mmu-mir-802	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-miR-15a-3p	77.0	72.0	25.0	161.0	181.0	238.0	
mmu-miR-103-3p	18553.0	16004.0	9679.0	12100.0	13627.0	16850.0	
mmu-miR-181b-1-3p	156.0	96.0	42.0	61.0	93.0	123.0	
mmu-let-7a-1-3p	953.0	885.0	339.0	194.0	379.0	287.0	
mmu-miR-671-5p	107.0	98.0	65.0	107.0	129.0	131.0	
mmu-miR-484	4630.0	3374.0	1160.0	5311.0	6087.0	7115.0	
mmu-miR-470-5p	2.0	4.0	2.0	0.0	0.0	2.0	
mmu-miR-7024-3p	1.0	0.0	0.0	3.0	0.0	0.0	
mmu-miR-5129-5p	1.0	3.0	2.0	1.0	5.0	0.0	
mmu-miR-295-3p	1.0	4.0	2.0	2.0	7.0	3.0	
mmu-miR-6970-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-467a-3p	3.0	3.0	2.0	4.0	9.0	13.0	
mmu-miR-138-1-3p	0.0	0.0	0.0	2.0	0.0	2.0	
mmu-miR-5114	31.0	34.0	8.0	48.0	58.0	57.0	
mmu-miR-5113	2.0	1.0	2.0	3.0	3.0	3.0	
mmu-miR-1249-3p	412.0	353.0	149.0	672.0	642.0	810.0	
mmu-miR-7653-3p	3.0	0.0	1.0	0.0	4.0	4.0	
mmu-miR-192-5p	23607.0	20688.0	12163.0	13648.0	13821.0	18094.0	
mmu-miR-669e-3p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-29a-3p	21760.0	18008.0	4782.0	26540.0	29650.0	37828.0	
mmu-let-7b-3p	979.0	795.0	357.0	776.0	826.0	776.0	
mmu-miR-5119	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-3095-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-5116	2.0	0.0	0.0	1.0	1.0	3.0	
mmu-miR-101b-3p	763.0	1099.0	607.0	657.0	662.0	853.0	
mmu-miR-5100	27.0	15.0	8.0	41.0	63.0	70.0	
mmu-miR-879-3p	30.0	17.0	4.0	38.0	27.0	29.0	
mmu-miR-5103	3.0	3.0	0.0	3.0	4.0	2.0	
mmu-miR-6990-3p	0.0	1.0	0.0	2.0	1.0	0.0	
mmu-miR-6957-5p	0.0	0.0	0.0	1.0	2.0	1.0	
mmu-miR-5104	0.0	0.0	0.0	1.0	0.0	2.0	
mmu-miR-671-3p	379.0	212.0	144.0	654.0	777.0	844.0	
mmu-miR-5101	4.0	3.0	5.0	8.0	3.0	14.0	
mmu-miR-300-5p	2.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-7004	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-miR-7081-3p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-7003	0.0	0.0	0.0	3.0	0.0	2.0	
mmu-miR-344-3p	13.0	46.0	21.0	25.0	27.0	22.0	
mmu-miR-1982-5p	0.0	0.0	1.0	0.0	1.0	0.0	
mmu-mir-7000	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-mir-7001	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-467a-5p	12.0	15.0	9.0	35.0	36.0	46.0	
mmu-mir-7010	3.0	0.0	2.0	4.0	3.0	3.0	
mmu-miR-5621-3p	0.0	0.0	0.0	3.0	3.0	1.0	
mmu-mir-7017	0.0	1.0	0.0	1.0	1.0	0.0	
mmu-miR-494-3p	2.0	3.0	0.0	2.0	3.0	2.0	
mmu-miR-7653-5p	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-mir-7015	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-192-3p	8.0	9.0	2.0	6.0	2.0	9.0	
mmu-miR-3083-5p	0.0	1.0	1.0	3.0	2.0	1.0	
mmu-mir-7013	0.0	0.0	0.0	2.0	0.0	1.0	
mmu-miR-1188-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-7014	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-7011	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-7012	3.0	5.0	2.0	1.0	1.0	0.0	
mmu-miR-29a-5p	133.0	123.0	40.0	60.0	64.0	76.0	
mmu-mir-7019	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-6990-5p	1.0	0.0	0.0	1.0	1.0	0.0	
mmu-miR-3095-3p	2.0	0.0	0.0	2.0	3.0	2.0	
mmu-miR-879-5p	523.0	667.0	213.0	586.0	705.0	842.0	
mmu-miR-1982-3p	18.0	12.0	6.0	21.0	18.0	29.0	
mmu-mir-7020	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-96-3p	3.0	2.0	1.0	0.0	2.0	2.0	
mmu-mir-7021	0.0	1.0	0.0	3.0	2.0	0.0	
mmu-miR-6957-3p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-300-3p	128.0	161.0	55.0	125.0	114.0	183.0	
mmu-mir-7026	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-7027	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-7022	0.0	0.0	0.0	1.0	2.0	0.0	
mmu-miR-6901-3p	1.0	2.0	2.0	0.0	2.0	1.0	
mmu-miR-7048-3p	9.0	1.0	0.0	6.0	6.0	2.0	
mmu-miR-103-2-5p	8.0	4.0	3.0	2.0	7.0	6.0	
mmu-miR-7093-3p	4.0	4.0	1.0	1.0	4.0	0.0	
mmu-miR-7235-3p	8.0	7.0	2.0	12.0	18.0	16.0	
mmu-miR-17-3p	50.0	63.0	26.0	176.0	177.0	201.0	
mmu-miR-9768-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-8120	2.0	1.0	0.0	2.0	1.0	1.0	
mmu-mir-195a	142.0	140.0	49.0	65.0	81.0	81.0	
mmu-miR-6985-3p	10.0	13.0	2.0	19.0	24.0	19.0	
mmu-miR-7038-3p	0.0	0.0	0.0	2.0	1.0	0.0	
mmu-miR-5132-3p	2.0	2.0	0.0	0.0	2.0	1.0	
mmu-miR-7026-5p	0.0	0.0	1.0	0.0	1.0	0.0	
mmu-miR-219c-5p	0.0	0.0	0.0	2.0	2.0	4.0	
mmu-mir-5099	79.0	148.0	217.0	1362.0	1857.0	2313.0	
mmu-miR-497b	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-674-5p	91.0	77.0	38.0	206.0	278.0	259.0	
mmu-mir-744	0.0	0.0	2.0	1.0	3.0	1.0	
mmu-miR-204-3p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-7668-5p	2.0	4.0	3.0	5.0	10.0	4.0	
mmu-miR-96-5p	554.0	684.0	213.0	1153.0	1237.0	1534.0	
mmu-miR-365-3p	1777.0	1601.0	495.0	1326.0	1593.0	1671.0	
mmu-miR-8094	13.0	2.0	1.0	2.0	4.0	12.0	
mmu-miR-8098	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-8097	3.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-8096	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-mir-1983	42.0	82.0	22.0	28.0	52.0	66.0	
mmu-miR-6997-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-1982	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-1981	2.0	3.0	2.0	8.0	5.0	9.0	
mmu-miR-411-3p	12.0	18.0	6.0	5.0	6.0	12.0	
mmu-miR-145b	6.0	7.0	1.0	10.0	4.0	13.0	
mmu-miR-423-3p	759.0	1125.0	1069.0	4837.0	5999.0	6347.0	
mmu-miR-7038-5p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-92b-3p	50162.0	33332.0	15864.0	43674.0	41113.0	54757.0	
mmu-miR-1948-5p	2.0	0.0	2.0	0.0	1.0	1.0	
mmu-miR-219c-3p	2.0	6.0	1.0	0.0	2.0	1.0	
mmu-mir-760	0.0	0.0	0.0	1.0	2.0	1.0	
mmu-miR-8090	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-mir-764	1.0	0.0	1.0	1.0	1.0	3.0	
mmu-miR-674-3p	109.0	97.0	28.0	152.0	185.0	210.0	
mmu-miR-204-5p	180.0	171.0	44.0	99.0	197.0	219.0	
mmu-miR-1193-5p	0.0	0.0	1.0	0.0	0.0	1.0	
mmu-miR-6961-5p	0.0	0.0	0.0	1.0	4.0	0.0	
mmu-miR-1193-3p	0.0	2.0	0.0	0.0	1.0	2.0	
mmu-miR-3099-3p	1.0	0.0	0.0	0.0	1.0	3.0	
mmu-miR-7211-3p	0.0	0.0	0.0	2.0	0.0	0.0	
mmu-miR-193b-5p	0.0	0.0	0.0	2.0	2.0	4.0	
mmu-miR-669b-5p	10.0	5.0	4.0	16.0	20.0	21.0	
mmu-miR-16-1-3p	35.0	49.0	29.0	37.0	32.0	50.0	
mmu-miR-881-3p	1.0	0.0	3.0	0.0	0.0	0.0	
mmu-miR-6997-5p	0.0	1.0	0.0	0.0	2.0	2.0	
mmu-mir-24-1	161.0	122.0	33.0	293.0	345.0	429.0	
mmu-miR-3087-5p	0.0	0.0	0.0	1.0	2.0	1.0	
mmu-mir-24-2	160.0	138.0	37.0	315.0	364.0	453.0	
mmu-miR-547-3p	7.0	5.0	1.0	5.0	4.0	9.0	
mmu-miR-411-5p	176.0	144.0	62.0	95.0	85.0	131.0	
mmu-miR-377-3p	1.0	5.0	1.0	4.0	3.0	2.0	
mmu-miR-378a-5p	64.0	127.0	42.0	97.0	151.0	210.0	
mmu-miR-7063-3p	4.0	4.0	0.0	13.0	5.0	14.0	
mmu-miR-423-5p	2470.0	1400.0	1239.0	10349.0	13784.0	13490.0	
mmu-mir-199b	6063.0	4446.0	1958.0	4239.0	4937.0	5490.0	
mmu-miR-7231-5p	0.0	1.0	1.0	0.0	0.0	0.0	
mmu-miR-101c	285.0	361.0	176.0	141.0	139.0	182.0	
mmu-miR-23b-5p	5.0	1.0	3.0	7.0	8.0	9.0	
mmu-miR-341-3p	3.0	17.0	5.0	4.0	4.0	13.0	
mmu-miR-6948-5p	2.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-300	10.0	7.0	4.0	6.0	5.0	10.0	
mmu-miR-30d-3p	1393.0	1082.0	460.0	1050.0	1174.0	1394.0	
mmu-miR-183-5p	13727.0	13355.0	2793.0	8945.0	9453.0	10991.0	
mmu-miR-6936-5p	0.0	0.0	1.0	0.0	0.0	2.0	
mmu-miR-25-3p	9558.0	8675.0	5039.0	8456.0	9686.0	11237.0	
mmu-mir-30a	38415.0	31505.0	19898.0	9972.0	12129.0	13485.0	
mmu-miR-7083-5p	1.0	4.0	0.0	3.0	6.0	3.0	
mmu-mir-30b	78.0	52.0	15.0	26.0	47.0	48.0	
mmu-miR-6961-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-30d	8486.0	6084.0	4068.0	2498.0	3073.0	3195.0	
mmu-mir-30e	9196.0	8029.0	3341.0	3594.0	4132.0	5017.0	
mmu-miR-451a	41192.0	35203.0	11593.0	25535.0	24920.0	33253.0	
mmu-miR-466c-3p	7.0	7.0	2.0	18.0	26.0	18.0	
mmu-miR-27a-3p	16995.0	19560.0	6731.0	22112.0	24429.0	30067.0	
mmu-miR-3087-3p	3.0	2.0	4.0	3.0	3.0	5.0	
mmu-miR-378a-3p	9258.0	9392.0	5432.0	7906.0	7499.0	12040.0	
mmu-let-7a-2-3p	0.0	0.0	2.0	3.0	4.0	3.0	
mmu-miR-146a-5p	228073.0	138317.0	63021.0	351457.0	434340.0	457887.0	
mmu-miR-23b-3p	20828.0	16734.0	8979.0	24042.0	39161.0	30076.0	
mmu-miR-511-5p	1.0	1.0	0.0	3.0	7.0	5.0	
mmu-miR-5623-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-7116-3p	7.0	7.0	2.0	11.0	12.0	16.0	
mmu-miR-29b-1-5p	10.0	8.0	3.0	16.0	18.0	15.0	
mmu-miR-466n-3p	0.0	2.0	0.0	1.0	1.0	2.0	
mmu-mir-320	85.0	53.0	37.0	78.0	100.0	98.0	
mmu-miR-135a-1-3p	0.0	1.0	0.0	0.0	0.0	2.0	
mmu-mir-322	681.0	677.0	207.0	1132.0	1224.0	1565.0	
mmu-mir-324	46.0	87.0	34.0	66.0	76.0	70.0	
mmu-miR-6948-3p	8.0	1.0	3.0	5.0	8.0	12.0	
mmu-miR-3101-5p	2.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-326	4.0	35.0	52.0	58.0	73.0	80.0	
mmu-mir-328	8.0	5.0	10.0	21.0	24.0	25.0	
mmu-miR-183-3p	6.0	4.0	0.0	10.0	11.0	17.0	
mmu-mir-329	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-7668-3p	0.0	1.0	0.0	1.0	5.0	5.0	
mmu-miR-7006-3p	0.0	2.0	0.0	7.0	2.0	5.0	
mmu-miR-27a-5p	47.0	55.0	44.0	81.0	112.0	114.0	
mmu-miR-25-5p	15.0	6.0	6.0	27.0	40.0	29.0	
mmu-miR-466c-5p	5.0	5.0	2.0	7.0	12.0	12.0	
mmu-miR-7656-5p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-297c-3p	0.0	0.0	0.0	1.0	1.0	2.0	
mmu-let-7c-5p	80593.0	61687.0	46875.0	159221.0	205216.0	228880.0	
mmu-mir-330	68.0	54.0	20.0	89.0	137.0	136.0	
mmu-mir-331	6.0	12.0	14.0	29.0	41.0	37.0	
mmu-miR-466n-5p	0.0	2.0	0.0	3.0	6.0	4.0	
mmu-mir-335	59.0	62.0	18.0	48.0	66.0	57.0	
mmu-mir-337	6.0	9.0	3.0	2.0	8.0	10.0	
mmu-mir-338	57.0	46.0	17.0	78.0	117.0	96.0	
mmu-mir-339	1.0	1.0	0.0	1.0	1.0	5.0	
mmu-miR-467e-3p	3.0	3.0	0.0	0.0	1.0	2.0	
mmu-miR-666-3p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-3079-5p	3.0	0.0	0.0	1.0	1.0	2.0	
mmu-miR-5615-5p	3.0	2.0	1.0	2.0	0.0	1.0	
mmu-miR-125b-2-3p	1153.0	2418.0	1154.0	3604.0	3789.0	4709.0	
mmu-miR-146a-3p	5.0	18.0	7.0	3.0	11.0	6.0	
mmu-miR-431-3p	0.0	2.0	3.0	2.0	2.0	0.0	
mmu-mir-350	3.0	5.0	1.0	1.0	3.0	2.0	
mmu-mir-340	64.0	49.0	25.0	44.0	53.0	69.0	
mmu-mir-341	3.0	14.0	2.0	1.0	0.0	7.0	
mmu-mir-342	167.0	122.0	71.0	323.0	290.0	424.0	
mmu-mir-345	320.0	512.0	262.0	425.0	566.0	595.0	
mmu-mir-346	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-540-3p	1.0	10.0	2.0	11.0	7.0	10.0	
mmu-miR-7018-3p	0.0	5.0	2.0	2.0	2.0	0.0	
mmu-miR-1231-3p	2.0	0.0	1.0	5.0	2.0	1.0	
mmu-let-7g	187.0	133.0	92.0	123.0	157.0	152.0	
mmu-mir-34a	50.0	36.0	13.0	14.0	24.0	24.0	
mmu-miR-704	0.0	0.0	1.0	4.0	2.0	5.0	
mmu-mir-34b	152.0	182.0	54.0	221.0	228.0	330.0	
mmu-let-7e	13.0	11.0	7.0	8.0	21.0	10.0	
mmu-mir-34c	232.0	229.0	138.0	126.0	110.0	177.0	
mmu-let-7k	8.0	8.0	3.0	12.0	14.0	12.0	
mmu-mir-374b	82.0	67.0	20.0	46.0	62.0	72.0	
mmu-let-7i	24.0	17.0	17.0	9.0	16.0	18.0	
mmu-miR-703	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-374c	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-let-7j	210.0	116.0	76.0	160.0	221.0	222.0	
mmu-miR-19a-5p	11.0	5.0	0.0	0.0	10.0	9.0	
mmu-miR-135a-5p	5.0	11.0	1.0	3.0	5.0	7.0	
mmu-miR-212-5p	36.0	22.0	9.0	78.0	90.0	61.0	
mmu-let-7d	151.0	102.0	67.0	171.0	215.0	199.0	
mmu-mir-361	22.0	21.0	10.0	28.0	29.0	18.0	
mmu-let-7b	426.0	354.0	337.0	318.0	476.0	512.0	
mmu-miR-3080-3p	0.0	0.0	0.0	1.0	0.0	1.0	
mmu-mir-351	26.0	34.0	28.0	45.0	67.0	66.0	
mmu-miR-224-3p	0.0	3.0	0.0	1.0	2.0	1.0	
mmu-miR-138-5p	30.0	22.0	7.0	9.0	24.0	39.0	
mmu-miR-5627-3p	4.0	5.0	0.0	2.0	0.0	2.0	
mmu-miR-1941-5p	5.0	3.0	3.0	8.0	17.0	20.0	
mmu-miR-449c-3p	1.0	3.0	0.0	0.0	2.0	0.0	
mmu-miR-7648-5p	0.0	0.0	0.0	0.0	0.0	3.0	
mmu-miR-467e-5p	16.0	9.0	6.0	17.0	22.0	30.0	
mmu-miR-7661-3p	0.0	1.0	0.0	1.0	2.0	0.0	
mmu-miR-3079-3p	1.0	0.0	0.0	1.0	3.0	0.0	
mmu-miR-7063-5p	0.0	1.0	0.0	1.0	11.0	8.0	
mmu-miR-431-5p	13.0	13.0	3.0	10.0	14.0	17.0	
mmu-mir-370	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-362	1.0	2.0	1.0	0.0	1.0	2.0	
mmu-mir-363	3.0	3.0	0.0	4.0	10.0	11.0	
mmu-miR-7075-3p	11.0	6.0	6.0	20.0	21.0	18.0	
mmu-mir-26a-2	119.0	169.0	88.0	38.0	37.0	61.0	
mmu-mir-26a-1	142.0	175.0	98.0	138.0	160.0	173.0	
mmu-mir-369	0.0	1.0	0.0	1.0	1.0	4.0	
mmu-miR-539-3p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-19a-3p	529.0	550.0	132.0	194.0	205.0	300.0	
mmu-mir-376a	1.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-376b	0.0	3.0	0.0	1.0	2.0	1.0	
mmu-miR-592-5p	3.0	2.0	1.0	6.0	5.0	12.0	
mmu-miR-376a-5p	0.0	1.0	0.0	1.0	1.0	2.0	
mmu-miR-151-3p	75893.0	54973.0	23393.0	94241.0	110684.0	118175.0	
mmu-let-7g-5p	27786.0	20507.0	16819.0	28295.0	38313.0	39144.0	
mmu-mir-381	1.0	3.0	3.0	0.0	0.0	1.0	
mmu-mir-382	4.0	9.0	2.0	0.0	4.0	3.0	
mmu-mir-383	1.0	0.0	0.0	1.0	0.0	2.0	
mmu-mir-375	22.0	22.0	4.0	23.0	23.0	34.0	
mmu-miR-5627-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-224-5p	275.0	193.0	72.0	436.0	523.0	538.0	
mmu-mir-377	6.0	4.0	0.0	9.0	7.0	3.0	
mmu-miR-6953-3p	5.0	0.0	2.0	9.0	5.0	5.0	
mmu-miR-1941-3p	29.0	17.0	7.0	25.0	39.0	28.0	
mmu-mir-7036b	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-503-5p	32.0	24.0	12.0	25.0	28.0	27.0	
mmu-miR-6916-5p	3.0	0.0	0.0	1.0	2.0	1.0	
mmu-mir-384	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-181a-1	251.0	212.0	125.0	174.0	189.0	250.0	
mmu-mir-181a-2	584.0	507.0	380.0	686.0	697.0	948.0	
mmu-miR-7031-3p	2.0	2.0	0.0	0.0	5.0	3.0	
mmu-mir-378a	1111.0	1269.0	742.0	872.0	740.0	1419.0	
mmu-mir-378b	4.0	2.0	3.0	0.0	0.0	2.0	
mmu-miR-376a-3p	1.0	3.0	0.0	8.0	3.0	7.0	
mmu-miR-7b-5p	29.0	24.0	27.0	26.0	18.0	50.0	
mmu-mir-378c	0.0	4.0	1.0	0.0	0.0	0.0	
mmu-mir-378d	4.0	4.0	2.0	0.0	3.0	2.0	
mmu-miR-7681-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-669p-2	2.0	0.0	0.0	0.0	2.0	0.0	
mmu-mir-669p-1	2.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-151-5p	15089.0	11462.0	3705.0	42067.0	51583.0	55488.0	
mmu-miR-361-3p	1173.0	817.0	361.0	892.0	1047.0	1181.0	
mmu-miR-7043-3p	46.0	19.0	11.0	51.0	41.0	70.0	
mmu-miR-455-5p	187.0	173.0	39.0	47.0	64.0	89.0	
mmu-let-7g-3p	57.0	76.0	25.0	17.0	22.0	28.0	
mmu-miR-6928-3p	2.0	0.0	0.0	1.0	3.0	0.0	
mmu-miR-503-3p	149.0	135.0	67.0	215.0	249.0	311.0	
mmu-miR-133a-3p	804.0	4111.0	804.0	7106.0	1304.0	16895.0	
mmu-miR-6985-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-702-3p	24.0	14.0	8.0	15.0	24.0	23.0	
mmu-miR-5615-3p	3.0	4.0	2.0	2.0	0.0	2.0	
mmu-miR-5709-3p	0.0	1.0	1.0	0.0	1.0	0.0	
mmu-miR-328-3p	2983.0	2349.0	1139.0	7970.0	10494.0	10734.0	
mmu-miR-33-5p	17.0	22.0	12.0	29.0	36.0	49.0	
mmu-miR-1893	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-1231-5p	0.0	2.0	0.0	1.0	0.0	1.0	
mmu-miR-7031-5p	0.0	0.0	0.0	1.0	2.0	0.0	
mmu-miR-499-5p	2.0	3.0	2.0	6.0	5.0	13.0	
mmu-miR-361-5p	1446.0	1283.0	437.0	1875.0	2313.0	2446.0	
mmu-let-7c-1	588.0	454.0	394.0	450.0	577.0	573.0	
mmu-let-7c-2	664.0	523.0	467.0	497.0	674.0	669.0	
mmu-miR-212-3p	41.0	16.0	6.0	29.0	65.0	42.0	
mmu-miR-455-3p	147.0	95.0	65.0	639.0	561.0	926.0	
mmu-miR-7648-3p	0.0	0.0	1.0	0.0	2.0	0.0	
mmu-miR-758-3p	3.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-466a	6.0	0.0	1.0	2.0	8.0	6.0	
mmu-mir-200a	99.0	117.0	60.0	41.0	76.0	58.0	
mmu-mir-466d	5.0	0.0	0.0	1.0	6.0	7.0	
mmu-mir-200b	796.0	598.0	283.0	492.0	616.0	636.0	
mmu-miR-200c-5p	4.0	10.0	2.0	0.0	4.0	5.0	
mmu-miR-133a-5p	20.0	18.0	9.0	11.0	2.0	34.0	
mmu-mir-200c	42.0	29.0	6.0	27.0	37.0	42.0	
mmu-miR-1a-2-5p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-297a-2	0.0	0.0	0.0	1.0	1.0	2.0	
mmu-mir-466e	6.0	0.0	1.0	3.0	9.0	7.0	
mmu-mir-297a-4	6.0	3.0	1.0	6.0	1.0	6.0	
mmu-mir-466h	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-297a-3	6.0	3.0	1.0	6.0	1.0	6.0	
mmu-mir-466g	0.0	0.0	0.0	1.0	0.0	2.0	
mmu-miR-7067-3p	1.0	2.0	0.0	6.0	2.0	1.0	
mmu-miR-3060-3p	18.0	18.0	7.0	31.0	35.0	32.0	
mmu-mir-466n	3.0	0.0	0.0	1.0	1.0	0.0	
mmu-miR-6899-3p	40.0	30.0	13.0	44.0	48.0	52.0	
mmu-miR-10b-3p	1.0	6.0	2.0	8.0	2.0	7.0	
mmu-mir-466m	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-466p	8.0	3.0	0.0	6.0	10.0	12.0	
mmu-mir-466o	0.0	1.0	0.0	3.0	0.0	4.0	
mmu-miR-7238-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-33-3p	21.0	35.0	10.0	24.0	30.0	25.0	
mmu-let-7f-1-3p	240.0	214.0	72.0	71.0	88.0	108.0	
mmu-miR-382-5p	6.0	3.0	3.0	11.0	8.0	22.0	
mmu-mir-467c	10.0	1.0	1.0	14.0	13.0	11.0	
mmu-miR-6956-3p	4.0	2.0	1.0	2.0	5.0	2.0	
mmu-mir-467b	9.0	12.0	7.0	33.0	30.0	44.0	
mmu-mir-467e	4.0	12.0	4.0	14.0	14.0	11.0	
mmu-miR-3059-5p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-29a	3412.0	2619.0	624.0	3716.0	4070.0	5263.0	
mmu-mir-467d	7.0	3.0	2.0	8.0	6.0	10.0	
mmu-mir-29c	155.0	148.0	49.0	122.0	104.0	130.0	
mmu-miR-6932-5p	1.0	0.0	1.0	4.0	3.0	2.0	
mmu-mir-467h	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-148a-5p	918.0	1195.0	815.0	912.0	937.0	1216.0	
mmu-mir-1188	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-1902	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-29b-1	91.0	96.0	42.0	79.0	94.0	116.0	
mmu-mir-29b-2	86.0	77.0	35.0	75.0	85.0	112.0	
mmu-miR-101a-3p	35123.0	63906.0	33082.0	28992.0	29219.0	40856.0	
mmu-miR-154-3p	1.0	0.0	0.0	1.0	2.0	2.0	
mmu-miR-5619-3p	0.0	0.0	0.0	0.0	1.0	2.0	
mmu-mir-1192	3.0	0.0	0.0	0.0	2.0	0.0	
mmu-mir-1199	7.0	2.0	0.0	0.0	3.0	5.0	
mmu-mir-1198	1.0	3.0	0.0	1.0	1.0	2.0	
