ID	Lung_F1	Lung_F2	Lung_F3	Lung_M1	Lung_M2	Lung_M3	
mmu-miR-3963	347.0	142.0	56.0	498.0	627.0	1030.0	
mmu-mir-101b	2425.0	3617.0	1923.0	1391.0	1621.0	2037.0	
mmu-mir-101a	5641.0	6226.0	3698.0	3562.0	3911.0	5373.0	
mmu-miR-3968	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-186-5p	43167.0	31354.0	10142.0	33813.0	39254.0	43512.0	
mmu-mir-26b	3244.0	2558.0	1491.0	1397.0	1487.0	2108.0	
mmu-miR-350-3p	116.0	91.0	39.0	110.0	211.0	199.0	
mmu-mir-101c	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-miR-7086-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-362-3p	102.0	128.0	33.0	67.0	65.0	107.0	
mmu-miR-7042-3p	3.0	2.0	0.0	10.0	2.0	7.0	
mmu-miR-1964-5p	0.0	0.0	0.0	0.0	1.0	3.0	
mmu-mir-181b-2	151.0	136.0	80.0	125.0	155.0	184.0	
mmu-miR-223-5p	160.0	277.0	124.0	148.0	243.0	339.0	
mmu-miR-6996-3p	2.0	0.0	1.0	0.0	1.0	0.0	
mmu-mir-181b-1	113.0	105.0	64.0	121.0	142.0	153.0	
mmu-mir-27a	25.0	16.0	12.0	45.0	69.0	44.0	
mmu-mir-27b	1069.0	869.0	408.0	2385.0	2961.0	2877.0	
mmu-miR-148a-3p	49848.0	89662.0	47108.0	49951.0	55131.0	68202.0	
mmu-mir-296	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-298	1.0	0.0	0.0	0.0	0.0	2.0	
mmu-miR-129-5p	3.0	3.0	1.0	4.0	3.0	2.0	
mmu-mir-28a	21.0	34.0	24.0	32.0	39.0	37.0	
mmu-miR-186-3p	1.0	4.0	0.0	1.0	3.0	3.0	
mmu-miR-350-5p	38.0	57.0	28.0	74.0	99.0	109.0	
mmu-miR-874-3p	249.0	238.0	82.0	407.0	313.0	480.0	
mmu-mir-28c	6.0	7.0	0.0	21.0	22.0	13.0	
mmu-mir-191	881.0	579.0	225.0	2449.0	3092.0	2954.0	
mmu-mir-192	2476.0	2126.0	656.0	3629.0	3957.0	4900.0	
mmu-miR-7651-5p	0.0	1.0	0.0	2.0	2.0	0.0	
mmu-miR-6240	342.0	104.0	114.0	13.0	27.0	24.0	
mmu-mir-186	254.0	245.0	86.0	271.0	380.0	394.0	
mmu-miR-760-5p	0.0	0.0	2.0	0.0	0.0	0.0	
mmu-miR-344d-3p	9.0	9.0	6.0	8.0	27.0	16.0	
mmu-mir-187	38.0	29.0	20.0	46.0	70.0	71.0	
mmu-miR-141-5p	137.0	166.0	98.0	185.0	194.0	250.0	
mmu-miR-3105-3p	15.0	13.0	5.0	21.0	18.0	27.0	
mmu-miR-6979-3p	8.0	0.0	1.0	6.0	4.0	11.0	
mmu-mir-669a-12	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-mir-669a-11	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-mir-669a-10	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-miR-125a-5p	84645.0	60852.0	28493.0	228087.0	256478.0	273148.0	
mmu-miR-1955-5p	14.0	11.0	8.0	37.0	53.0	53.0	
mmu-miR-218-2-3p	1.0	2.0	0.0	0.0	0.0	0.0	
mmu-miR-6236	2.0	3.0	2.0	0.0	0.0	0.0	
mmu-miR-153-3p	357.0	379.0	99.0	350.0	447.0	512.0	
mmu-miR-6967-5p	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-10a-5p	1893281.0	1788189.0	930452.0	3074082.0	3226947.0	4268295.0	
mmu-miR-7091-3p	0.0	3.0	0.0	2.0	5.0	3.0	
mmu-mir-18a	5.0	5.0	2.0	5.0	9.0	8.0	
mmu-mir-18b	0.0	0.0	0.0	1.0	1.0	2.0	
mmu-miR-211-3p	0.0	0.0	0.0	0.0	0.0	3.0	
mmu-miR-7009-5p	2.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-668-3p	4.0	7.0	2.0	7.0	16.0	7.0	
mmu-miR-7054-5p	0.0	1.0	1.0	0.0	1.0	0.0	
mmu-mir-106b	136.0	71.0	63.0	84.0	89.0	114.0	
mmu-miR-3105-5p	0.0	2.0	0.0	0.0	2.0	4.0	
mmu-mir-19a	38.0	30.0	8.0	10.0	24.0	21.0	
mmu-miR-125a-3p	47.0	50.0	31.0	134.0	199.0	198.0	
mmu-miR-7010-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-760-3p	3.0	2.0	6.0	3.0	10.0	14.0	
mmu-miR-1955-3p	10.0	4.0	5.0	5.0	9.0	8.0	
mmu-miR-153-5p	22.0	9.0	5.0	6.0	11.0	14.0	
mmu-miR-292a-3p	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-6967-3p	3.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-6911-3p	13.0	9.0	6.0	25.0	19.0	15.0	
mmu-miR-10a-3p	451.0	392.0	127.0	380.0	434.0	582.0	
mmu-miR-7675-3p	0.0	0.0	0.0	0.0	0.0	4.0	
mmu-miR-487b-3p	1.0	3.0	3.0	9.0	2.0	10.0	
mmu-miR-32-5p	309.0	322.0	106.0	188.0	229.0	292.0	
mmu-miR-1943-5p	161.0	130.0	113.0	494.0	560.0	659.0	
mmu-let-7f-2-3p	385.0	291.0	103.0	98.0	124.0	159.0	
mmu-miR-7091-5p	0.0	1.0	3.0	2.0	1.0	6.0	
mmu-miR-1198-5p	208.0	161.0	84.0	211.0	322.0	293.0	
mmu-miR-6955-5p	3.0	1.0	0.0	2.0	0.0	3.0	
mmu-miR-7663-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-467a-3	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-467a-2	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-miR-7225-5p	29.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-467a-5	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-467a-4	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-467a-7	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-467a-6	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-467a-9	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-467a-8	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-miR-452-5p	1.0	2.0	0.0	3.0	1.0	0.0	
mmu-miR-692	0.0	0.0	0.0	2.0	0.0	0.0	
mmu-miR-466h-3p	1.0	0.0	1.0	1.0	4.0	7.0	
mmu-mir-1191a	0.0	0.0	2.0	1.0	1.0	0.0	
mmu-miR-326-3p	319.0	398.0	126.0	1292.0	1373.0	1652.0	
mmu-miR-694	1.0	1.0	0.0	1.0	1.0	2.0	
mmu-mir-1191b	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-miR-181c-5p	55681.0	56838.0	28379.0	46009.0	53980.0	60978.0	
mmu-mir-128-1	1.0	3.0	2.0	5.0	8.0	3.0	
mmu-mir-128-2	0.0	0.0	0.0	1.0	2.0	2.0	
mmu-miR-365-2-5p	5.0	6.0	3.0	15.0	24.0	51.0	
mmu-miR-6992-5p	3.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-7010-5p	0.0	2.0	1.0	0.0	3.0	1.0	
mmu-miR-195a-5p	14365.0	13027.0	4404.0	20502.0	22480.0	27126.0	
mmu-miR-292a-5p	0.0	1.0	1.0	0.0	0.0	0.0	
mmu-miR-34b-3p	1336.0	1198.0	616.0	3297.0	4095.0	4433.0	
mmu-miR-346-5p	15.0	1.0	1.0	1.0	3.0	6.0	
mmu-miR-3102-3p.2-3p	93.0	64.0	25.0	92.0	69.0	98.0	
mmu-miR-7022-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-7237-3p	3.0	7.0	6.0	2.0	1.0	3.0	
mmu-miR-293-3p	0.0	1.0	1.0	1.0	0.0	3.0	
mmu-miR-32-3p	15.0	14.0	5.0	24.0	27.0	23.0	
mmu-mir-7647	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-6955-3p	1.0	0.0	1.0	1.0	0.0	2.0	
mmu-miR-6943-5p	0.0	0.0	1.0	1.0	0.0	0.0	
mmu-miR-21c	23.0	18.0	14.0	4.0	9.0	11.0	
mmu-miR-21b	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-1198-3p	3.0	2.0	0.0	10.0	3.0	7.0	
mmu-miR-452-3p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-7653	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-466h-5p	1.0	0.0	2.0	4.0	6.0	5.0	
mmu-miR-3081-3p	0.0	3.0	5.0	9.0	4.0	1.0	
mmu-mir-7650	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-181c-3p	444.0	691.0	379.0	487.0	526.0	679.0	
mmu-miR-877-3p	95.0	73.0	26.0	61.0	51.0	77.0	
mmu-miR-195a-3p	375.0	261.0	187.0	276.0	403.0	382.0	
mmu-mir-7666	2.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-34b-5p	2846.0	3831.0	1052.0	1561.0	1358.0	2646.0	
mmu-miR-682	2.0	2.0	1.0	0.0	1.0	1.0	
mmu-miR-684	2.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-7661	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-293-5p	1.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-7668	0.0	0.0	0.0	0.0	1.0	3.0	
mmu-mir-194-1	1.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-6943-3p	1.0	1.0	1.0	4.0	3.0	8.0	
mmu-mir-194-2	10.0	9.0	4.0	5.0	2.0	7.0	
mmu-miR-511-3p	46.0	47.0	11.0	16.0	35.0	26.0	
mmu-miR-1247-5p	104.0	51.0	28.0	207.0	292.0	208.0	
mmu-miR-6935-5p	1.0	0.0	0.0	1.0	2.0	1.0	
mmu-mir-7675	1.0	1.0	1.0	0.0	0.0	3.0	
mmu-miR-322-3p	885.0	926.0	462.0	1081.0	1339.0	1583.0	
mmu-mir-7672	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-7213-3p	3.0	2.0	1.0	10.0	21.0	15.0	
mmu-miR-218-5p	1197.0	1181.0	456.0	920.0	902.0	1169.0	
mmu-mir-684-2	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-3074-2	5.0	3.0	2.0	2.0	6.0	13.0	
mmu-mir-684-1	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-3097-3p	5.0	4.0	2.0	3.0	9.0	6.0	
mmu-mir-3074-1	5.0	4.0	2.0	2.0	7.0	18.0	
mmu-mir-7680	1.0	0.0	0.0	4.0	4.0	2.0	
mmu-miR-877-5p	33.0	20.0	10.0	102.0	93.0	145.0	
mmu-miR-6959-3p	2.0	2.0	0.0	1.0	1.0	1.0	
mmu-miR-20b-3p	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-mir-7688	0.0	1.0	1.0	1.0	0.0	0.0	
mmu-miR-30e-3p	2131.0	2537.0	1409.0	1587.0	2798.0	2015.0	
mmu-miR-3572-5p	0.0	0.0	0.0	1.0	0.0	1.0	
mmu-mir-7a-2	39.0	39.0	34.0	15.0	19.0	33.0	
mmu-mir-1903	1.0	0.0	0.0	0.0	1.0	4.0	
mmu-mir-7a-1	45.0	42.0	36.0	17.0	24.0	37.0	
mmu-mir-1902	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-1901	0.0	1.0	0.0	0.0	2.0	0.0	
mmu-mir-1905	2.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-1247-3p	3.0	1.0	0.0	3.0	6.0	8.0	
mmu-mir-7213	0.0	0.0	0.0	1.0	1.0	0.0	
mmu-miR-7655-3p	2.0	10.0	2.0	0.0	4.0	6.0	
mmu-miR-7046-3p	7.0	7.0	0.0	4.0	11.0	14.0	
mmu-miR-301b-3p	32.0	15.0	7.0	21.0	39.0	40.0	
mmu-miR-7213-5p	4.0	1.0	0.0	8.0	16.0	14.0	
mmu-mir-1912	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-128-1-5p	21.0	18.0	14.0	17.0	11.0	38.0	
mmu-miR-20b-5p	22.0	21.0	0.0	24.0	15.0	24.0	
mmu-miR-7083-3p	8.0	3.0	2.0	15.0	10.0	27.0	
mmu-miR-7058-3p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-7226	0.0	2.0	1.0	2.0	8.0	6.0	
mmu-mir-190b	1.0	1.0	1.0	3.0	1.0	4.0	
mmu-mir-7224	0.0	3.0	1.0	2.0	4.0	2.0	
mmu-mir-190a	3.0	5.0	3.0	0.0	1.0	0.0	
mmu-mir-7225	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-6374	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-7046-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-26a-2-3p	52.0	54.0	20.0	24.0	28.0	58.0	
mmu-miR-3572-3p	8.0	8.0	3.0	7.0	9.0	8.0	
mmu-miR-450a-5p	628.0	711.0	181.0	609.0	681.0	869.0	
mmu-mir-467a-1	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-1927	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-miR-28c	39.0	15.0	10.0	32.0	36.0	48.0	
mmu-miR-3109-3p	5.0	4.0	3.0	20.0	22.0	25.0	
mmu-mir-7237	2.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-7238	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-7235	0.0	0.0	0.0	0.0	1.0	2.0	
mmu-miR-193a-5p	6.0	13.0	5.0	33.0	30.0	28.0	
mmu-mir-7231	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-92b-5p	26.0	25.0	8.0	20.0	42.0	50.0	
mmu-miR-449b	3.0	7.0	2.0	6.0	6.0	11.0	
mmu-miR-7071-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-1933	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-465a-3p	1.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-764-5p	12.0	5.0	4.0	17.0	15.0	26.0	
mmu-mir-1932	0.0	0.0	1.0	0.0	0.0	3.0	
mmu-mir-1931	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-7687-5p	1.0	0.0	2.0	5.0	2.0	3.0	
mmu-mir-1936	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-1934	1.0	2.0	0.0	1.0	1.0	1.0	
mmu-mir-1938	0.0	2.0	1.0	0.0	0.0	1.0	
mmu-mir-7240	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-6911-5p	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-miR-6980-5p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-3061-5p	5.0	6.0	4.0	11.0	13.0	14.0	
mmu-mir-6396	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-467a-10	15.0	4.0	5.0	3.0	7.0	11.0	
mmu-mir-1943	0.0	0.0	0.0	2.0	1.0	2.0	
mmu-mir-1941	17.0	11.0	7.0	20.0	30.0	38.0	
mmu-mir-1948	1.0	3.0	0.0	2.0	5.0	3.0	
mmu-mir-1947	0.0	0.0	1.0	1.0	1.0	0.0	
mmu-miR-3109-5p	1.0	3.0	1.0	1.0	2.0	5.0	
mmu-miR-3154	1.0	0.0	0.0	2.0	0.0	1.0	
mmu-mir-193b	16.0	25.0	8.0	17.0	12.0	17.0	
mmu-miR-693-3p	2.0	0.0	1.0	2.0	2.0	1.0	
mmu-miR-6935-3p	0.0	2.0	0.0	2.0	0.0	1.0	
mmu-mir-193a	0.0	1.0	1.0	0.0	0.0	0.0	
mmu-mir-8104	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-mir-8105	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-193a-3p	80.0	300.0	38.0	100.0	108.0	153.0	
mmu-mir-8103	0.0	0.0	1.0	1.0	1.0	3.0	
mmu-miR-7026-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-322-5p	11999.0	14663.0	4864.0	24800.0	25305.0	33933.0	
mmu-mir-8101	1.0	0.0	2.0	1.0	0.0	2.0	
mmu-mir-1950	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-764-3p	18.0	11.0	3.0	20.0	8.0	22.0	
mmu-mir-1955	1.0	2.0	0.0	2.0	2.0	3.0	
mmu-mir-1954	0.0	0.0	0.0	1.0	2.0	0.0	
mmu-mir-1953	1.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-8108	0.0	0.0	2.0	0.0	1.0	1.0	
mmu-miR-6980-3p	5.0	6.0	1.0	25.0	28.0	32.0	
mmu-mir-1956	3.0	3.0	0.0	2.0	0.0	1.0	
mmu-miR-7071-3p	2.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-206-3p	1.0	2.0	1.0	2.0	2.0	11.0	
mmu-miR-7687-3p	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-mir-466b-1	3.0	2.0	0.0	4.0	2.0	8.0	
mmu-miR-7119-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-466b-2	3.0	1.0	0.0	4.0	2.0	6.0	
mmu-mir-466b-3	0.0	1.0	0.0	3.0	1.0	5.0	
mmu-mir-466b-4	3.0	2.0	0.0	4.0	2.0	8.0	
mmu-mir-466b-5	3.0	2.0	0.0	4.0	2.0	8.0	
mmu-miR-3110-3p	0.0	4.0	0.0	0.0	0.0	0.0	
mmu-mir-466b-6	3.0	2.0	0.0	4.0	2.0	8.0	
mmu-mir-466b-7	3.0	2.0	0.0	4.0	2.0	8.0	
mmu-mir-466b-8	3.0	1.0	0.0	1.0	2.0	4.0	
mmu-miR-466a-3p	9.0	9.0	1.0	18.0	28.0	21.0	
mmu-mir-8118	3.0	0.0	1.0	0.0	2.0	4.0	
mmu-miR-30e-5p	122346.0	112079.0	41688.0	76634.0	84087.0	105894.0	
mmu-mir-8115	0.0	0.0	0.0	1.0	0.0	1.0	
mmu-mir-8114	52.0	7.0	27.0	51.0	30.0	33.0	
mmu-miR-1947-5p	45.0	27.0	20.0	87.0	86.0	88.0	
mmu-mir-8111	15.0	14.0	2.0	21.0	20.0	22.0	
mmu-miR-3061-3p	29.0	14.0	10.0	24.0	29.0	29.0	
mmu-mir-8112	6.0	14.0	8.0	23.0	34.0	39.0	
mmu-mir-1962	0.0	1.0	0.0	0.0	2.0	0.0	
mmu-mir-1961	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-mir-1960	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-1966	1.0	0.0	0.0	0.0	3.0	1.0	
mmu-miR-543-3p	3.0	1.0	3.0	2.0	2.0	5.0	
mmu-mir-1964	3.0	6.0	1.0	12.0	13.0	8.0	
mmu-mir-1968	3.0	1.0	1.0	1.0	4.0	5.0	
mmu-miR-3077-3p	1.0	0.0	0.0	2.0	1.0	2.0	
mmu-mir-7031	0.0	0.0	0.0	3.0	0.0	0.0	
mmu-miR-7061-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-130b-5p	9.0	16.0	3.0	63.0	74.0	67.0	
mmu-miR-466l-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-7038	0.0	0.0	0.0	1.0	0.0	1.0	
mmu-miR-433-5p	0.0	0.0	2.0	1.0	1.0	0.0	
mmu-miR-7118-3p	0.0	0.0	0.0	2.0	1.0	0.0	
mmu-mir-7033	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-7034	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-669a-1	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-miR-3065-5p	1.0	1.0	0.0	1.0	2.0	4.0	
mmu-miR-7073-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-6973a-3p	0.0	0.0	0.0	4.0	2.0	1.0	
mmu-mir-669a-5	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-mir-669a-4	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-mir-500	2.0	0.0	1.0	0.0	2.0	0.0	
mmu-mir-669a-3	3.0	1.0	0.0	1.0	4.0	0.0	
mmu-miR-30b-5p	31891.0	31078.0	10490.0	20355.0	27170.0	27264.0	
mmu-miR-199a-3p	42337.0	30581.0	10604.0	32474.0	34610.0	44929.0	
mmu-mir-501	3.0	4.0	1.0	3.0	10.0	4.0	
mmu-mir-669a-2	3.0	0.0	0.0	0.0	5.0	1.0	
mmu-mir-503	20.0	14.0	5.0	23.0	31.0	43.0	
mmu-miR-106b-5p	682.0	730.0	282.0	470.0	567.0	720.0	
mmu-mir-504	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-505	4.0	5.0	2.0	4.0	4.0	4.0	
mmu-miR-28a-3p	272.0	514.0	307.0	424.0	525.0	561.0	
mmu-mir-7042	0.0	0.0	1.0	1.0	3.0	1.0	
mmu-miR-7085-3p	1.0	0.0	0.0	1.0	1.0	0.0	
mmu-mir-7043	1.0	0.0	0.0	2.0	0.0	1.0	
mmu-miR-669o-3p	42.0	35.0	18.0	44.0	53.0	68.0	
mmu-miR-6938-3p	0.0	0.0	1.0	1.0	0.0	0.0	
mmu-miR-1a-3p	1017.0	4699.0	2746.0	9360.0	1856.0	25697.0	
mmu-miR-466a-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-7048	0.0	0.0	1.0	1.0	0.0	0.0	
mmu-mir-7049	1.0	1.0	4.0	1.0	1.0	3.0	
mmu-mir-7046	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-7004-3p	0.0	0.0	0.0	4.0	3.0	0.0	
mmu-mir-7044	0.0	0.0	1.0	0.0	1.0	0.0	
mmu-let-7e-5p	4888.0	3404.0	2724.0	5920.0	10244.0	8678.0	
mmu-miR-136-3p	40.0	72.0	27.0	40.0	37.0	63.0	
mmu-mir-511	8.0	4.0	1.0	4.0	8.0	9.0	
mmu-miR-1191b-5p	11.0	21.0	16.0	32.0	22.0	36.0	
mmu-miR-99a-3p	317.0	508.0	208.0	232.0	226.0	309.0	
mmu-miR-467c-3p	0.0	1.0	0.0	0.0	1.0	1.0	
mmu-miR-501-5p	9.0	3.0	2.0	6.0	7.0	12.0	
mmu-miR-7061-3p	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-miR-100-5p	6865.0	7205.0	2363.0	12477.0	12685.0	16539.0	
mmu-mir-99a	87.0	88.0	27.0	149.0	181.0	214.0	
mmu-mir-7051	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-99b	32.0	39.0	25.0	54.0	75.0	65.0	
mmu-miR-130b-3p	306.0	244.0	41.0	677.0	971.0	856.0	
mmu-miR-181a-1-3p	1545.0	1318.0	675.0	714.0	859.0	976.0	
mmu-miR-5107-5p	4.0	0.0	0.0	14.0	13.0	16.0	
mmu-miR-3065-3p	1.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-30b-3p	607.0	564.0	271.0	516.0	698.0	762.0	
mmu-miR-29c-3p	3841.0	3476.0	869.0	3807.0	4126.0	5362.0	
mmu-miR-199a-5p	4960.0	4769.0	1637.0	6287.0	6273.0	8253.0	
mmu-miR-6537-3p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-1306-5p	6.0	0.0	0.0	3.0	13.0	8.0	
mmu-miR-28a-5p	827.0	694.0	270.0	1039.0	1282.0	1552.0	
mmu-miR-7016-3p	1.0	0.0	0.0	2.0	1.0	2.0	
mmu-miR-669o-5p	5.0	3.0	2.0	8.0	13.0	14.0	
mmu-miR-7658-3p	0.0	1.0	0.0	4.0	3.0	3.0	
mmu-miR-1843b-3p	147.0	91.0	59.0	148.0	146.0	180.0	
mmu-mir-7061	2.0	0.0	0.0	2.0	0.0	2.0	
mmu-mir-7068	0.0	0.0	0.0	0.0	3.0	3.0	
mmu-miR-297a-5p	0.0	1.0	0.0	0.0	8.0	6.0	
mmu-miR-7004-5p	1.0	0.0	0.0	0.0	1.0	1.0	
mmu-mir-7067	0.0	1.0	0.0	0.0	1.0	1.0	
mmu-miR-7646-5p	5.0	5.0	2.0	1.0	0.0	10.0	
mmu-miR-3473g	3.0	1.0	0.0	1.0	3.0	0.0	
mmu-let-7e-3p	129.0	101.0	32.0	43.0	98.0	78.0	
mmu-miR-3473d	19.0	42.0	6.0	34.0	42.0	32.0	
mmu-miR-652-3p	2504.0	1886.0	1016.0	3347.0	3628.0	4425.0	
mmu-miR-136-5p	110.0	160.0	42.0	138.0	125.0	186.0	
mmu-mir-532	7.0	8.0	3.0	5.0	3.0	8.0	
mmu-miR-145a-5p	11935.0	16307.0	4683.0	13435.0	12683.0	24671.0	
mmu-miR-99a-5p	9599.0	8823.0	3003.0	12679.0	12707.0	17188.0	
mmu-miR-194-2-3p	3.0	1.0	4.0	1.0	3.0	4.0	
mmu-miR-467c-5p	10.0	5.0	2.0	20.0	32.0	21.0	
mmu-mir-7075	0.0	2.0	0.0	0.0	0.0	0.0	
mmu-miR-669a-3-3p	0.0	4.0	0.0	0.0	2.0	0.0	
mmu-mir-7073	0.0	0.0	0.0	0.0	2.0	1.0	
mmu-miR-6983-5p	0.0	1.0	0.0	1.0	1.0	0.0	
mmu-miR-6914-3p	0.0	0.0	0.0	14.0	17.0	6.0	
mmu-miR-5107-3p	8.0	7.0	1.0	14.0	11.0	26.0	
mmu-miR-7a-1-3p	86.0	107.0	29.0	82.0	130.0	128.0	
mmu-miR-100-3p	7.0	0.0	1.0	2.0	5.0	2.0	
mmu-miR-9-3p	1.0	6.0	3.0	0.0	1.0	3.0	
mmu-mir-7079	0.0	1.0	1.0	0.0	0.0	1.0	
mmu-miR-490-5p	14.0	12.0	5.0	23.0	37.0	46.0	
mmu-mir-7077	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-540	0.0	0.0	0.0	1.0	1.0	0.0	
mmu-mir-541	11.0	7.0	3.0	4.0	4.0	3.0	
mmu-mir-542	95.0	101.0	78.0	65.0	72.0	81.0	
mmu-miR-29c-5p	69.0	80.0	41.0	41.0	47.0	54.0	
mmu-mir-546	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-202-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-98-3p	92.0	55.0	38.0	12.0	11.0	11.0	
mmu-miR-871-3p	8.0	9.0	2.0	0.0	1.0	0.0	
mmu-miR-1306-3p	2.0	5.0	1.0	3.0	7.0	10.0	
mmu-mir-7087	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-1843b-5p	815.0	693.0	412.0	824.0	968.0	1056.0	
mmu-mir-7084	0.0	0.0	1.0	0.0	2.0	1.0	
mmu-miR-363-5p	3.0	0.0	0.0	3.0	1.0	3.0	
mmu-mir-7085	0.0	0.0	0.0	2.0	0.0	0.0	
mmu-mir-7083	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-7081	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-214-3p	702.0	640.0	259.0	1061.0	1155.0	1379.0	
mmu-miR-208a-3p	8.0	137.0	29.0	211.0	21.0	492.0	
mmu-miR-145a-3p	2725.0	2760.0	992.0	4099.0	5118.0	6290.0	
mmu-mir-1306	3.0	3.0	2.0	7.0	17.0	14.0	
mmu-mir-3964	19.0	1.0	1.0	12.0	11.0	12.0	
mmu-mir-7090	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-744-5p	910.0	941.0	514.0	1427.0	1778.0	1874.0	
