miRNA	Lung_F1	Lung_F2	Lung_F3	Lung_M1	Lung_M2	Lung_M3
mmu-miR-190a-5p	159	189	96	65	80	98
mmu-let-7k	17	15	14	40	65	67
mmu-miR-1198-5p	254	223	107	275	400	399
mmu-miR-1198-3p	4	5	1	10	3	10
mmu-miR-7031-5p	0	0	0	4	2	0
mmu-miR-7031-3p	1	0	0	0	4	2
mmu-miR-669c-5p	21	24	13	36	51	58
mmu-miR-669c-3p	2	1	0	0	2	1
mmu-miR-1199-5p	8	10	18	23	45	48
mmu-miR-1199-3p	5	5	2	5	7	10
mmu-miR-709	5	9	2	11	28	32
mmu-miR-3076-5p	0	1	1	0	1	1
mmu-miR-3076-3p	6	2	2	13	7	10
mmu-miR-3057-5p	66	42	45	131	138	122
mmu-miR-3057-3p	2	0	0	0	5	3
mmu-miR-381-3p	62	222	82	115	108	186
mmu-miR-466d-5p	3	2	0	4	8	4
mmu-miR-466d-3p	8	7	0	9	13	13
mmu-miR-378d	15	7	7	1	4	9
mmu-miR-298-5p	16	18	10	50	51	74
mmu-miR-298-3p	1	0	0	0	0	0
mmu-miR-466i-5p	20	24	7	29	77	84
mmu-miR-466i-3p	2	2	0	0	5	4
mmu-miR-500-5p	3	3	2	3	10	9
mmu-miR-500-3p	123	130	65	63	91	96
mmu-miR-7046-3p	7	6	0	2	9	9
mmu-miR-7046-5p	0	0	0	0	1	0
mmu-miR-409-5p	3	8	0	6	7	12
mmu-miR-409-3p	48	63	20	25	26	46
mmu-miR-5107-5p	5	0	0	24	24	35
mmu-miR-5107-3p	9	7	2	15	13	27
mmu-miR-380-3p	2	6	0	0	4	5
mmu-miR-7016-3p	1	0	0	1	0	3
mmu-miR-18b-5p	6	3	2	5	4	6
mmu-miR-18b-3p	3	2	0	23	5	22
mmu-miR-410-3p	56	147	60	72	80	109
mmu-miR-669d-5p	11	2	4	3	8	7
mmu-miR-3060-3p	31	35	14	62	62	57
mmu-miR-505-5p	4	4	4	18	19	23
mmu-miR-505-3p	17	10	4	9	10	16
mmu-miR-1955-5p	12	11	9	37	56	58
mmu-miR-1955-3p	10	6	4	7	9	8
mmu-miR-6926-3p	0	0	0	1	1	3
mmu-miR-6418-3p	5	6	0	48	25	34
mmu-miR-466g	8	6	3	7	15	24
mmu-miR-6963-5p	0	0	0	1	0	0
mmu-miR-6963-3p	1	2	0	5	5	7
mmu-miR-7074-3p	0	0	0	0	0	1
mmu-miR-147-5p	64	27	3	24	30	29
mmu-miR-147-3p	36	11	7	9	4	20
mmu-miR-488-3p	3	3	3	3	4	5
mmu-miR-7226-3p	19	39	23	57	39	60
mmu-miR-3064-5p	4	1	0	2	3	3
mmu-miR-3064-3p	5	3	2	2	2	6
mmu-miR-6935-3p	0	0	0	1	1	1
mmu-miR-6935-5p	0	0	0	1	0	1
mmu-miR-433-3p	3	10	3	10	9	22
mmu-miR-7688-5p	7	9	3	13	15	14
mmu-miR-6952-3p	2	7	5	29	21	32
mmu-miR-6952-5p	3	1	0	2	3	3
mmu-miR-677-5p	42	81	36	20	51	33
mmu-miR-677-3p	0	2	2	4	0	3
mmu-miR-7028-5p	0	0	0	1	0	0
mmu-miR-7028-3p	0	0	0	0	0	1
mmu-miR-467d-5p	8	5	3	19	21	17
mmu-miR-467d-3p	20	8	8	7	17	27
mmu-miR-8097	2	1	0	1	3	3
mmu-miR-499-5p	2	3	2	6	5	15
mmu-miR-6992-5p	1	1	0	0	0	1
mmu-miR-7243-5p	0	0	0	0	2	3
mmu-miR-3074-5p	3	1	2	7	25	16
mmu-miR-3074-1-3p	11	16	1	17	15	31
mmu-miR-5128	3	2	1	5	1	11
mmu-miR-6240	307	148	168	11	41	21
mmu-miR-467a-5p	3	0	4	1	8	0
mmu-miR-6921-3p	1	2	0	4	1	7
mmu-miR-3095-5p	0	0	0	0	0	1
mmu-miR-3095-3p	3	0	1	2	2	2
mmu-miR-1668	25	31	29	58	62	87
mmu-miR-5129-5p	1	3	2	1	5	0
mmu-miR-5129-3p	20	13	2	11	14	15
mmu-miR-672-5p	95	67	55	111	126	145
mmu-miR-672-3p	5	1	3	4	3	5
mmu-miR-1983	7	5	1	1	10	7
mmu-miR-690	56	20	15	43	26	72
mmu-miR-135b-5p	6	4	3	2	5	8
mmu-miR-135b-3p	1	0	0	0	0	0
mmu-miR-9-5p	22	14	5	5	5	4
mmu-miR-9-3p	2	4	0	0	0	1
mmu-miR-5101	4	4	5	8	4	15
mmu-miR-369-5p	1	2	2	3	0	1
mmu-miR-369-3p	18	15	12	9	6	21
mmu-miR-5121	5	1	4	4	4	3
mmu-miR-1947-5p	45	27	21	88	87	88
mmu-miR-1947-3p	0	0	0	0	0	2
mmu-miR-467e-5p	20	22	9	31	36	40
mmu-miR-450a-1-3p	7	11	6	4	10	8
mmu-miR-592-5p	3	2	1	6	5	12
mmu-miR-615-3p	2	5	2	4	2	4
mmu-miR-7224-3p	61	29	17	28	40	48
mmu-miR-6540-5p	10	6	4	13	22	15
mmu-miR-6540-3p	0	1	0	0	0	1
mmu-miR-466c-5p	1	5	0	4	1	12
mmu-miR-466c-3p	12	9	3	16	30	16
mmu-miR-540-3p	1	10	2	12	8	11
mmu-miR-540-5p	2	15	2	10	15	22
mmu-miR-6899-5p	0	1	1	0	1	0
mmu-miR-6899-3p	36	26	13	39	43	45
mmu-miR-1191a	15	15	5	6	13	24
mmu-miR-6971-3p	20	11	13	37	29	35
mmu-miR-3061-5p	7	6	4	14	13	15
mmu-miR-3061-3p	30	12	11	30	32	33
mmu-miR-1195	39	28	8	29	42	63
mmu-miR-190b-5p	31	36	19	23	24	48
mmu-miR-190b-3p	1	2	0	8	5	8
mmu-miR-6991-3p	0	3	0	1	0	2
mmu-miR-6958-3p	3	2	0	0	1	1
mmu-miR-7019-3p	2	4	1	9	17	15
mmu-miR-5619-3p	0	0	0	1	2	4
mmu-miR-3473h-5p	0	3	1	0	0	3
mmu-miR-3109-5p	1	3	1	1	2	5
mmu-miR-3109-3p	4	4	3	21	23	28
mmu-miR-3074-2-3p	0	0	0	1	0	0
mmu-miR-6997-3p	1	0	0	0	1	0
mmu-miR-6997-5p	0	0	0	0	1	2
mmu-miR-138-5p	14	12	3	6	6	28
mmu-miR-138-1-3p	0	1	0	7	1	2
mmu-miR-188-3p	12	15	2	22	33	32
mmu-miR-188-5p	25	31	11	18	13	16
mmu-miR-7646-5p	2	3	1	1	0	7
mmu-miR-344d-3p	0	4	0	0	2	12
mmu-miR-1945	0	1	0	1	3	1
mmu-miR-3473e	0	0	0	1	0	5
mmu-miR-3473b	1	0	2	1	4	6
mmu-miR-7667-5p	0	0	0	3	2	4
mmu-miR-7667-3p	0	0	0	2	1	2
mmu-miR-7061-5p	0	0	0	0	0	3
mmu-miR-7061-3p	0	1	0	0	1	2
mmu-miR-483-3p	3	1	3	1	1	1
mmu-miR-483-5p	0	1	0	0	0	3
mmu-miR-7060-5p	6	0	0	0	1	0
mmu-miR-7060-3p	0	0	0	1	1	2
mmu-miR-3069-5p	5	3	0	1	0	1
mmu-miR-3069-3p	3	7	1	2	5	4
mmu-miR-467b-3p	0	0	0	0	0	1
mmu-miR-467b-5p	2	1	0	1	1	4
mmu-miR-547-3p	7	5	1	5	4	9
mmu-miR-337-5p	12	20	8	18	25	34
mmu-miR-337-3p	12	18	7	9	13	24
mmu-miR-12195-5p	0	0	0	0	1	0
mmu-miR-12195-3p	7	4	2	3	8	11
mmu-miR-12199-3p	10	8	4	11	20	10
mmu-miR-6901-5p	11	4	3	8	13	9
mmu-miR-6901-3p	0	2	2	0	3	1
mmu-miR-6993-3p	1	1	0	0	0	1
mmu-miR-341-3p	6	30	6	5	4	20
mmu-miR-378b	2	5	1	2	2	2
mmu-miR-653-5p	115	114	75	53	98	57
mmu-miR-653-3p	0	1	0	0	0	0
mmu-miR-7015-3p	12	7	6	25	20	25
mmu-miR-7015-5p	0	1	0	0	0	0
mmu-miR-6957-5p	0	0	0	1	2	1
mmu-miR-6957-3p	0	2	0	0	1	1
mmu-miR-145b	3	4	0	6	3	2
mmu-miR-598-3p	98	40	26	29	51	52
mmu-miR-669f-5p	1	0	1	5	6	4
mmu-miR-669f-3p	1	3	1	7	11	6
mmu-miR-704	0	0	1	4	2	5
mmu-miR-1231-5p	0	2	0	2	0	0
mmu-miR-1231-3p	2	0	1	3	4	3
mmu-miR-12194-3p	2	1	0	5	3	4
mmu-miR-1933-5p	0	0	0	1	0	0
mmu-miR-1933-3p	4	2	1	6	5	7
mmu-miR-1291	3	1	0	2	4	1
mmu-miR-7116-5p	0	0	0	0	0	1
mmu-miR-7116-3p	6	10	3	8	15	20
mmu-miR-376c-3p	14	12	6	9	16	10
mmu-miR-1954	2	4	1	6	6	5
mmu-miR-1982-5p	0	0	1	0	1	0
mmu-miR-1982-3p	13	11	4	19	17	24
mmu-miR-3572-3p	13	8	3	8	16	9
mmu-miR-3572-5p	0	0	0	0	0	1
mmu-miR-3472	5	9	0	0	2	3
mmu-miR-5126	0	0	2	6	8	9
mmu-miR-12202-5p	0	0	0	1	0	3
mmu-miR-12202-3p	3	0	0	2	0	3
mmu-miR-12206-5p	3	0	0	0	0	3
mmu-miR-7091-5p	0	1	3	2	1	5
mmu-miR-7091-3p	0	2	0	1	3	1
mmu-miR-6353	0	0	1	0	1	1
mmu-miR-452-5p	19	21	8	18	16	20
mmu-miR-452-3p	0	1	0	0	1	0
mmu-miR-3088-3p	3	4	0	4	1	10
mmu-miR-666-5p	7	5	2	10	7	23
mmu-miR-666-3p	0	1	0	0	0	1
mmu-miR-667-3p	6	9	3	6	6	8
mmu-miR-20b-5p	22	21	0	24	15	25
mmu-miR-20b-3p	0	1	0	1	0	1
mmu-miR-6903-3p	0	0	0	0	0	2
mmu-miR-3547-3p	3	1	0	2	6	2
mmu-miR-466f-5p	1	0	0	0	3	0
mmu-miR-466f-3p	6	1	2	14	8	15
mmu-miR-6539	4	1	3	4	3	3
mmu-miR-3970	0	1	0	1	1	0
mmu-miR-383-5p	3	5	6	7	5	11
mmu-miR-466n-3p	0	2	0	1	1	2
mmu-miR-7b-5p	28	25	27	26	18	49
mmu-miR-7b-3p	0	1	0	0	0	0
mmu-miR-3473c	2	0	0	4	3	6
mmu-miR-329-5p	8	35	7	8	12	21
mmu-miR-329-3p	10	12	4	4	2	7
mmu-miR-1187	1	2	2	2	3	8
mmu-miR-376a-3p	2	3	0	8	3	7
mmu-miR-376a-5p	0	2	0	1	1	2
mmu-miR-6970-5p	0	1	2	0	0	4
mmu-miR-6970-3p	1	0	0	0	0	0
mmu-miR-6914-3p	0	0	0	14	15	5
mmu-miR-1895	8	10	9	10	31	26
mmu-miR-7675-3p	1	1	1	1	0	7
mmu-miR-1949	1	0	0	2	1	1
mmu-miR-669a-3-3p	1	7	0	0	2	0
mmu-miR-466b-5p	0	0	0	0	0	1
mmu-miR-466b-3p	0	0	0	1	0	0
mmu-miR-466a-5p	1	0	0	4	0	3
mmu-miR-466p-5p	0	1	0	0	0	1
mmu-miR-466e-5p	0	0	0	2	1	3
mmu-miR-5114	21	24	6	40	43	45
mmu-miR-12191-3p	6	0	0	15	8	4
mmu-miR-760-5p	0	0	1	1	0	0
mmu-miR-760-3p	2	2	6	3	11	14
mmu-miR-7213-5p	4	1	0	8	16	13
mmu-miR-7213-3p	3	0	0	2	0	0
mmu-miR-106a-5p	11	7	3	10	16	10
mmu-miR-3070-5p	0	0	0	0	1	4
mmu-miR-7010-5p	3	2	3	4	6	4
mmu-miR-7010-3p	0	0	0	0	1	0
mmu-miR-3473a	5	6	0	6	14	17
mmu-miR-5123	1	2	0	3	6	3
mmu-miR-3113-3p	1	0	0	0	0	1
mmu-miR-344-3p	14	15	7	18	23	19
mmu-miR-3098-5p	0	0	0	3	0	5
mmu-miR-3098-3p	2	0	1	2	9	5
mmu-miR-7054-5p	0	1	1	0	1	0
mmu-miR-7054-3p	0	1	0	0	0	1
mmu-miR-6925-5p	0	1	0	2	6	5
mmu-miR-6925-3p	0	0	1	0	0	2
mmu-miR-30f	6	9	4	14	9	11
mmu-miR-195b	2	2	2	2	1	2
mmu-miR-701-5p	1	1	0	1	2	1
mmu-miR-701-3p	1	1	1	3	2	1
mmu-miR-7236-3p	2	9	1	8	11	11
mmu-miR-3066-5p	15	10	6	8	9	9
mmu-miR-3066-3p	1	1	1	0	0	0
mmu-miR-6968-5p	0	0	0	0	1	0
mmu-miR-6968-3p	3	2	1	6	7	9
mmu-miR-299a-3p	6	20	7	6	5	13
mmu-miR-299a-5p	8	19	6	2	3	6
mmu-miR-6996-5p	1	4	1	19	10	16
mmu-miR-6996-3p	2	0	1	0	1	0
mmu-miR-6975-3p	3	1	1	7	5	10
mmu-miR-7689-3p	0	0	0	0	3	2
mmu-miR-7687-5p	0	0	0	4	2	2
mmu-miR-129-5p	2	2	1	0	4	2
mmu-miR-129-2-3p	4	6	3	1	6	5
mmu-miR-1934-5p	4	3	0	6	5	7
mmu-miR-1934-3p	1	0	0	0	1	1
mmu-miR-6906-5p	1	0	0	0	0	0
mmu-miR-6906-3p	1	0	0	3	2	6
mmu-miR-7655-5p	5	6	6	7	7	6
mmu-miR-6994-5p	0	0	0	0	1	0
mmu-miR-6994-3p	4	0	0	2	1	3
mmu-miR-6960-5p	1	4	2	8	5	9
mmu-miR-6415	0	0	0	0	0	1
mmu-miR-6933-3p	1	1	0	0	0	1
mmu-miR-6933-5p	0	2	1	1	4	3
mmu-miR-344d-3-5p	0	0	0	2	0	0
mmu-miR-6940-3p	2	2	3	1	0	4
mmu-miR-489-5p	0	1	0	0	0	0
mmu-miR-489-3p	35	17	9	14	31	25
mmu-miR-196b-5p	3	2	1	24	29	20
mmu-miR-196b-3p	0	0	0	0	0	1
mmu-miR-7219-3p	4	3	2	3	4	9
mmu-miR-1948-5p	4	2	2	0	6	4
mmu-miR-1948-3p	3	2	0	10	7	10
mmu-miR-377-3p	7	9	1	13	10	5
mmu-miR-377-5p	1	1	0	0	0	4
mmu-miR-3058-5p	1	0	1	2	3	5
mmu-miR-3058-3p	3	1	1	5	4	6
mmu-miR-1966-5p	0	0	0	1	1	1
mmu-miR-1966-3p	10	4	3	25	26	9
mmu-miR-7075-5p	0	1	0	0	0	0
mmu-miR-7075-3p	8	6	2	18	18	15
mmu-miR-138-2-3p	0	1	0	2	0	1
mmu-miR-293-5p	1	1	1	1	1	2
mmu-miR-293-3p	0	1	1	1	0	3
mmu-miR-7063-5p	0	1	0	1	11	8
mmu-miR-7063-3p	1	2	1	11	4	9
mmu-miR-6985-3p	9	13	1	19	26	19
mmu-miR-6985-5p	0	0	0	0	1	1
mmu-miR-3094-3p	0	0	0	0	0	2
mmu-miR-1188-5p	0	0	1	0	1	2
mmu-miR-7064-5p	0	0	0	0	0	1
mmu-miR-3083b-5p	0	1	0	0	0	0
mmu-miR-3083b-3p	0	0	0	0	0	1
mmu-miR-346-5p	12	1	1	1	2	4
mmu-miR-7058-3p	2	4	0	9	1	8
mmu-miR-3103-5p	0	1	0	3	5	7
mmu-miR-3103-3p	12	3	4	12	8	18
mmu-miR-3097-5p	4	1	0	4	5	2
mmu-miR-3097-3p	5	3	1	2	7	5
mmu-miR-1903	1	2	1	2	1	7
mmu-miR-7021-5p	1	3	0	3	2	0
mmu-miR-7021-3p	0	0	0	3	2	3
mmu-miR-7215-5p	0	0	0	0	0	1
mmu-miR-7215-3p	0	0	0	0	0	1
mmu-miR-5122	2	0	1	14	7	2
mmu-miR-7079-3p	1	2	0	3	6	4
mmu-miR-3063-3p	0	1	0	0	0	1
mmu-miR-7671-5p	0	0	1	3	0	1
mmu-miR-7671-3p	0	0	1	1	0	0
mmu-miR-1193-5p	0	0	1	0	0	1
mmu-miR-1193-3p	0	2	0	0	1	3
mmu-miR-7662-5p	2	0	0	0	0	0
mmu-miR-7662-3p	1	2	0	3	1	4
mmu-miR-8116	1	0	0	9	14	3
mmu-miR-12193-5p	0	0	0	0	0	1
mmu-miR-12193-3p	0	0	1	3	0	2
mmu-miR-7059-5p	2	1	0	5	11	10
mmu-miR-6948-3p	5	1	2	5	6	12
mmu-miR-6948-5p	1	0	0	1	1	0
mmu-miR-6945-3p	3	3	0	3	3	6
mmu-miR-7004-5p	1	2	0	0	0	1
mmu-miR-7004-3p	0	0	0	4	2	0
mmu-miR-6980-3p	1	3	0	4	9	5
mmu-miR-6980-5p	0	2	0	3	0	0
mmu-miR-487b-5p	0	1	0	0	1	0
mmu-miR-487b-3p	1	4	3	9	2	10
mmu-miR-7094-3p	0	0	0	1	1	4
mmu-miR-294-5p	0	0	0	0	0	1
mmu-miR-5119	0	0	0	1	0	2
mmu-miR-7033-5p	0	2	0	0	0	2
mmu-miR-7025-3p	4	8	3	5	9	5
mmu-miR-7084-5p	2	0	0	1	2	2
mmu-miR-7084-3p	1	0	2	1	2	1
mmu-miR-6395	0	0	2	0	0	3
mmu-miR-7237-3p	2	6	6	2	1	3
mmu-miR-3475-3p	1	1	0	0	3	2
mmu-miR-3089-5p	0	1	1	0	0	1
mmu-miR-3089-3p	2	6	0	3	3	5
mmu-miR-6964-3p	1	0	2	2	5	6
mmu-miR-6955-5p	4	2	0	2	0	3
mmu-miR-6955-3p	2	0	1	1	1	2
mmu-miR-7065-5p	1	1	0	0	0	1
mmu-miR-7065-3p	1	0	0	1	1	0
mmu-miR-5103	3	1	0	3	3	2
mmu-miR-129-1-3p	0	3	0	0	0	1
mmu-miR-7082-5p	0	0	0	1	0	0
mmu-miR-7082-3p	1	0	0	0	1	1
mmu-miR-6360	0	0	0	0	0	1
mmu-miR-201-5p	10	7	1	3	5	8
mmu-miR-5113	4	1	4	5	4	5
mmu-miR-485-3p	7	1	2	3	5	5
mmu-miR-485-5p	7	1	2	7	7	6
mmu-miR-8096	0	1	0	1	0	1
mmu-miR-5627-5p	0	0	0	0	0	1
mmu-miR-5627-3p	5	5	0	1	3	2
mmu-miR-8118	5	0	2	1	4	3
mmu-miR-466q	1	2	0	1	2	0
mmu-miR-7070-3p	1	0	0	1	1	6
mmu-miR-3073b-3p	0	2	0	1	0	1
mmu-miR-7035-5p	0	0	0	1	0	0
mmu-miR-7035-3p	0	1	0	3	1	4
mmu-miR-6986-5p	0	2	1	6	5	3
mmu-miR-7653-5p	0	0	1	0	1	0
mmu-miR-7653-3p	0	0	1	0	4	5
mmu-miR-7042-5p	0	0	1	1	3	1
mmu-miR-7042-3p	2	2	0	9	2	7
mmu-miR-216a-3p	0	0	0	1	1	0
mmu-miR-216a-5p	0	0	0	0	0	1
mmu-miR-6953-3p	3	0	1	4	3	3
mmu-miR-12189-3p	0	0	0	0	0	1
mmu-miR-6896-5p	0	1	1	1	0	3
mmu-miR-344b-3p	1	0	0	0	0	0
mmu-miR-344b-5p	0	0	0	0	0	1
mmu-miR-669e-5p	0	1	0	0	0	1
mmu-miR-669e-3p	0	0	0	0	0	1
mmu-miR-5134-3p	0	0	0	0	2	1
mmu-miR-706	0	2	0	0	1	3
mmu-miR-3065-5p	1	2	0	1	2	4
mmu-miR-3065-3p	1	0	0	1	0	0
mmu-miR-761	0	0	0	0	0	1
mmu-miR-6934-3p	0	1	1	1	0	1
mmu-miR-6934-5p	0	0	0	0	2	1
mmu-miR-3087-5p	0	0	0	1	2	0
mmu-miR-3087-3p	4	2	4	1	2	5
mmu-miR-6981-5p	0	0	1	1	0	1
mmu-miR-6981-3p	2	2	2	6	10	11
mmu-miR-6979-3p	2	1	1	1	0	6
mmu-miR-8094	17	1	2	14	11	12
mmu-miR-3969	0	0	0	0	0	1
mmu-miR-551b-5p	0	0	0	1	0	0
mmu-miR-551b-3p	1	4	1	4	3	2
mmu-miR-668-3p	5	6	3	9	18	11
mmu-miR-1950	1	1	0	0	0	1
mmu-miR-7023-3p	2	1	0	1	1	3
mmu-miR-6962-3p	0	0	0	1	0	0
mmu-miR-6962-5p	0	0	0	0	0	1
mmu-miR-6367	0	0	0	0	0	1
mmu-miR-669m-5p	0	0	0	0	0	1
mmu-miR-669m-3p	0	1	1	0	0	1
mmu-miR-3473f	2	2	2	0	2	5
mmu-miR-3108-5p	0	0	0	2	0	3
mmu-miR-3108-3p	0	0	0	0	0	1
mmu-miR-7649-3p	0	4	0	1	1	5
mmu-miR-6995-5p	0	0	0	1	0	1
mmu-miR-6995-3p	1	0	0	1	0	2
mmu-miR-6897-5p	0	0	0	1	0	3
mmu-miR-6897-3p	0	0	0	0	0	1
mmu-miR-292b-5p	0	0	0	2	1	2
mmu-miR-6916-5p	3	0	0	1	4	2
mmu-miR-6916-3p	0	0	1	0	0	0
mmu-miR-7017-5p	0	1	0	1	2	1
mmu-miR-7017-3p	0	0	0	0	0	4
mmu-miR-6905-5p	0	0	0	0	0	1
mmu-miR-6959-5p	0	1	1	3	0	2
mmu-miR-6959-3p	3	0	0	0	1	2
mmu-miR-802-5p	0	2	1	3	4	3
mmu-miR-802-3p	0	0	0	0	0	1
mmu-miR-6998-5p	0	0	1	1	1	0
mmu-miR-6998-3p	0	0	0	0	0	1
mmu-miR-1258-5p	2	1	0	0	1	1
mmu-miR-1258-3p	1	0	0	0	0	0
mmu-miR-7076-3p	0	0	0	0	0	2
mmu-miR-470-5p	2	4	2	0	0	3
mmu-miR-6978-3p	3	4	0	3	1	2
mmu-miR-6978-5p	0	0	0	0	0	1
mmu-miR-3967	1	0	0	1	0	1
mmu-miR-7047-3p	0	0	0	0	0	2
mmu-miR-5104	0	0	0	1	1	3
mmu-miR-6954-5p	0	0	0	0	1	0
mmu-miR-6954-3p	1	0	0	0	2	1
mmu-miR-873a-5p	0	1	0	1	0	1
mmu-miR-873a-3p	0	2	0	2	0	0
mmu-miR-370-5p	0	1	0	0	1	1
mmu-miR-370-3p	0	3	0	5	5	2
mmu-miR-7036b-5p	0	3	1	0	0	1
mmu-miR-7036b-3p	0	0	0	0	1	0
mmu-miR-3960	2	2	0	3	2	8
mmu-miR-3099-3p	1	0	0	0	2	3
mmu-miR-1930-5p	0	1	0	0	1	2
mmu-miR-1930-3p	0	1	0	0	0	1
mmu-miR-5120	2	6	1	3	1	10
mmu-miR-698-3p	0	0	0	0	0	1
mmu-miR-7009-3p	0	0	0	0	1	0
mmu-miR-7009-5p	1	0	0	0	0	1
mmu-miR-496a-3p	17	16	4	0	3	3
mmu-miR-466m-3p	0	0	0	1	0	0
mmu-miR-6909-3p	0	0	0	0	0	2
mmu-miR-6909-5p	0	1	0	1	1	0
mmu-miR-6244	0	0	0	0	0	1
mmu-miR-3473g	2	2	0	1	4	4
mmu-miR-9768-5p	0	0	0	0	0	1
mmu-miR-9768-3p	0	0	0	0	0	1
mmu-miR-6922-3p	1	2	0	5	2	2
mmu-miR-6922-5p	0	1	0	0	0	2
mmu-miR-7039-3p	1	0	0	1	1	2
mmu-miR-3154	1	0	0	2	1	1
mmu-miR-5108	0	0	0	1	2	1
mmu-miR-1938	0	0	0	0	0	2
mmu-miR-6939-3p	0	0	0	1	1	2
mmu-miR-7659-5p	0	0	0	0	0	3
mmu-miR-7081-5p	0	0	0	0	0	1
mmu-miR-7081-3p	0	1	0	0	0	0
mmu-miR-679-5p	0	4	1	2	4	2
mmu-miR-494-3p	2	3	0	2	3	2
mmu-miR-219c-5p	0	0	0	2	2	4
mmu-miR-219c-3p	3	6	2	6	5	3
mmu-miR-12178-3p	0	0	0	7	6	3
mmu-miR-770-5p	0	0	0	1	0	0
mmu-miR-770-3p	0	0	0	0	0	1
mmu-miR-7012-5p	0	0	1	0	0	2
mmu-miR-154-3p	1	0	0	1	2	3
mmu-miR-154-5p	0	13	1	9	6	5
mmu-miR-6976-3p	0	1	0	2	5	1
mmu-miR-6976-5p	1	0	0	0	0	1
mmu-miR-1970	0	0	0	0	0	3
mmu-miR-495-3p	2	11	5	0	4	5
mmu-miR-2137	2	0	0	2	2	1
mmu-miR-466k	0	1	0	1	0	1
mmu-miR-8095	0	0	0	0	0	1
mmu-miR-135a-5p	1	10	0	3	1	6
mmu-miR-135a-1-3p	0	2	1	0	0	2
mmu-miR-7013-5p	0	0	0	3	0	3
mmu-miR-217-5p	0	0	0	3	0	1
mmu-miR-217-3p	0	0	1	0	0	0
mmu-miR-1960	1	1	2	5	3	6
mmu-miR-7022-3p	0	1	0	1	0	2
mmu-miR-3071-3p	0	0	0	0	0	1
mmu-miR-6541	2	2	2	1	3	3
mmu-miR-871-5p	1	1	0	0	0	1
mmu-miR-871-3p	9	9	2	0	1	0
mmu-miR-6538	3	2	2	1	2	1
mmu-miR-935	3	0	0	0	0	1
mmu-miR-412-5p	0	1	0	1	0	1
mmu-miR-412-3p	0	0	1	0	0	0
mmu-miR-1b-3p	0	3	2	5	2	4
mmu-miR-8105	0	1	0	3	1	2
mmu-miR-7045-3p	0	1	0	0	0	0
mmu-miR-7045-5p	9	6	2	0	0	2
mmu-miR-1956	1	2	3	2	2	1
mmu-miR-1224-5p	0	0	0	0	0	1
mmu-miR-1224-3p	2	0	1	0	0	1
mmu-miR-3080-3p	0	0	0	1	0	1
mmu-miR-12201-5p	0	0	0	0	1	0
mmu-miR-12201-3p	1	1	0	5	4	1
mmu-miR-206-3p	1	1	1	0	0	2
mmu-miR-135a-2-3p	0	0	0	1	0	0
mmu-miR-6239	0	0	1	1	1	1
mmu-miR-1969	0	0	0	1	2	1
mmu-miR-7230-3p	0	0	0	0	0	1
mmu-miR-1190	0	0	0	0	0	1
mmu-miR-7092-5p	0	1	0	1	0	0
mmu-miR-7092-3p	0	2	0	2	1	2
mmu-miR-203b-3p	1	13	2	1	1	1
mmu-miR-694	1	1	0	1	1	3
mmu-miR-7006-3p	1	2	0	5	2	5
mmu-miR-8101	0	0	0	1	2	1
mmu-miR-6368	0	0	0	0	0	2
mmu-miR-5617-5p	0	0	0	0	0	1
mmu-miR-1932	2	0	1	0	1	1
mmu-miR-5624-5p	0	0	4	1	1	1
mmu-miR-5624-3p	0	0	0	0	0	2
mmu-miR-344f-3p	0	0	0	0	0	1
mmu-miR-5620-3p	0	0	0	1	0	2
mmu-miR-5620-5p	0	0	1	0	0	0
mmu-miR-7083-3p	2	2	0	1	0	2
mmu-miR-7083-5p	1	4	0	2	5	3
mmu-miR-295-3p	1	4	2	2	7	4
mmu-miR-7658-3p	0	1	0	3	2	3
mmu-miR-6913-3p	3	3	1	6	3	3
mmu-miR-5615-5p	2	0	1	0	0	1
mmu-miR-5615-3p	0	1	0	0	0	0
mmu-miR-5616-5p	0	0	0	0	0	1
mmu-miR-3961	0	1	0	0	0	1
mmu-miR-7067-3p	1	2	0	3	2	0
mmu-miR-7067-5p	0	0	0	0	0	1
mmu-miR-1936	0	0	0	0	1	1
mmu-miR-7681-5p	0	0	0	0	0	1
mmu-miR-12182-3p	0	0	1	2	0	1
mmu-miR-5116	3	0	0	1	2	3
mmu-miR-7117-3p	0	1	0	0	0	0
mmu-miR-7117-5p	0	0	0	0	1	2
mmu-miR-7036a-3p	1	3	0	0	1	1
mmu-miR-7036a-5p	0	0	0	0	1	0
mmu-miR-3966	0	0	0	0	0	1
mmu-miR-1953	1	2	0	2	4	1
mmu-miR-6715-5p	0	0	0	0	0	1
mmu-miR-344h-5p	0	0	0	0	0	1
mmu-miR-344e-5p	0	0	0	0	0	1
mmu-miR-344e-3p	0	0	0	1	0	0
mmu-miR-7032-3p	0	2	0	1	2	1
mmu-miR-7032-5p	0	0	0	1	0	0
mmu-miR-219a-2-3p	0	1	0	0	0	0
mmu-miR-3081-3p	0	1	5	8	4	1
mmu-miR-3962	1	0	0	0	0	1
mmu-miR-12181-5p	1	0	0	0	0	1
mmu-miR-665-3p	1	2	1	0	1	1
mmu-miR-3077-5p	0	0	0	1	0	0
mmu-miR-3077-3p	0	0	0	2	1	2
mmu-miR-7037-3p	0	0	0	0	0	1
mmu-miR-7037-5p	0	0	0	1	0	0
