Lung_M2_*.hairpin	Lung_M3_*.hairpin	Lung_F1_*.hairpin	Lung_F2_*.hairpin	Lung_F3_*.hairpin	Lung_M1_*.hairpin
mmu-mir-696	0.554831776830859	1.86793590764765	0.627383067651021	1.8745203942347	2.02117909157907	1.32240324866796
mmu-mir-3087	1.10966355366172	1.86793590764765	1.25476613530204	0.937260197117349	2.69490545543876	0.661201624333981
mmu-mir-3112	2.49674299573886	1.40095193073574	0.627383067651021	1.24968026282313	2.02117909157907	0.33060081216699
mmu-mir-6361	1.10966355366172	1.40095193073574	0.941074601476532	1.56210032852892	0.673726363859691	1.98360487300194
mmu-mir-6367	1.38707944207715	1.86793590764765	0.627383067651021	1.8745203942347	0	1.32240324866796
mmu-mir-6403	1.10966355366172	1.86793590764765	0.313691533825511	1.8745203942347	2.02117909157907	0.991802436500971
mmu-mir-8096	1.66449533049258	1.63444391919169	1.25476613530204	1.56210032852892	0.673726363859691	0.661201624333981
mmu-mir-8106	1.10966355366172	1.63444391919169	2.19584073677857	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-719	1.94191121890801	0.933967953823824	0.941074601476532	0.624840131411566	0	2.64480649733592
mmu-mir-18b	1.38707944207715	2.80190386147147	0.313691533825511	0.312420065705783	0	1.65300406083495
mmu-mir-1936	1.38707944207715	1.63444391919169	1.88214920295306	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-3971	1.38707944207715	0.700475965367868	2.82322380442959	1.24968026282313	0	0.991802436500971
mmu-mir-5104	1.38707944207715	2.1014278961036	0.627383067651021	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-1231	1.66449533049258	2.33491988455956	0.627383067651021	0.937260197117349	0	0.991802436500971
mmu-mir-344i	1.38707944207715	1.86793590764765	0.941074601476532	1.56210032852892	0.673726363859691	0.661201624333981
mmu-mir-6393	0.277415888415429	2.33491988455956	1.56845766912755	1.24968026282313	2.69490545543876	0
mmu-mir-6400	0.832247665246288	1.63444391919169	3.13691533825511	1.24968026282313	0	0
mmu-mir-6406	1.66449533049258	1.40095193073574	1.56845766912755	1.8745203942347	0	0.33060081216699
mmu-mir-6416	1.38707944207715	1.63444391919169	0.941074601476532	1.24968026282313	1.34745272771938	0.991802436500971
mmu-mir-7003	0.832247665246288	2.1014278961036	0.313691533825511	0.937260197117349	0.673726363859691	2.31420568516893
mmu-mir-7025	1.66449533049258	1.40095193073574	1.25476613530204	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-467a-2	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-3	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-4	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-5	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-6	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-7	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-8	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-9	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-467a-10	1.66449533049258	1.40095193073574	1.25476613530204	0.937260197117349	2.02117909157907	0.33060081216699
mmu-mir-6345	0.832247665246288	2.1014278961036	0.313691533825511	2.49936052564626	0.673726363859691	0.33060081216699
mmu-mir-6382	1.10966355366172	1.16745994227978	0.941074601476532	2.18694045994048	0.673726363859691	0.991802436500971
mmu-mir-6539	1.66449533049258	1.40095193073574	0.941074601476532	2.18694045994048	0	0.33060081216699
mmu-mir-6919	1.66449533049258	2.56841187301552	0.941074601476532	0.624840131411566	0	0.33060081216699
mmu-mir-8097	0.832247665246288	1.86793590764765	1.25476613530204	0.937260197117349	2.02117909157907	0.661201624333981
mmu-mir-8109	1.66449533049258	1.40095193073574	0	0.937260197117349	2.69490545543876	1.32240324866796
mmu-mir-3154	0.832247665246288	2.33491988455956	0.313691533825511	0.937260197117349	0.673726363859691	1.65300406083495
mmu-mir-12180	0.554831776830859	0.233491988455956	2.19584073677857	1.8745203942347	2.69490545543876	0.991802436500971
mmu-mir-207	1.10966355366172	0.933967953823824	0.941074601476532	0.937260197117349	4.04235818315814	0.661201624333981
mmu-mir-219a-2	0.277415888415429	1.40095193073574	2.82322380442959	0.312420065705783	0.673726363859691	1.32240324866796
mmu-mir-467a-1	1.66449533049258	1.40095193073574	1.25476613530204	0.624840131411566	2.02117909157907	0.33060081216699
mmu-mir-667	0.554831776830859	0.466983976911912	1.88214920295306	1.8745203942347	0.673726363859691	1.65300406083495
mmu-mir-3058	2.21932710732343	1.86793590764765	0.941074601476532	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-499	0.554831776830859	2.33491988455956	0.941074601476532	0.937260197117349	0.673726363859691	0.991802436500971
mmu-mir-466f-3	1.66449533049258	0.933967953823824	0.627383067651021	1.24968026282313	0.673726363859691	1.65300406083495
mmu-mir-669g	0.832247665246288	2.33491988455956	0.627383067651021	0.937260197117349	0	1.32240324866796
mmu-mir-1927	1.38707944207715	1.86793590764765	0.627383067651021	1.56210032852892	0	0.661201624333981
mmu-mir-2861	0.554831776830859	2.80190386147147	0	1.24968026282313	1.34745272771938	0.661201624333981
mmu-mir-3098	2.49674299573886	0.933967953823824	0.627383067651021	0.312420065705783	1.34745272771938	1.32240324866796
mmu-mir-5116	0.554831776830859	1.86793590764765	1.56845766912755	1.8745203942347	0	0.33060081216699
mmu-mir-5126	1.66449533049258	1.40095193073574	0	0.312420065705783	2.02117909157907	1.98360487300194
mmu-mir-5132	0.554831776830859	1.40095193073574	2.19584073677857	0.624840131411566	2.02117909157907	0.661201624333981
mmu-mir-6342	0.554831776830859	1.63444391919169	0.941074601476532	0.937260197117349	2.69490545543876	0.991802436500971
mmu-mir-6391	1.38707944207715	1.63444391919169	1.25476613530204	0.937260197117349	0	0.991802436500971
mmu-mir-6963	1.94191121890801	1.63444391919169	0	0.937260197117349	0	1.65300406083495
mmu-mir-6988	1.94191121890801	1.86793590764765	0.627383067651021	0.937260197117349	0	0.661201624333981
mmu-mir-7015	1.66449533049258	1.40095193073574	0.941074601476532	1.24968026282313	0	0.991802436500971
mmu-mir-12190	1.66449533049258	1.86793590764765	0	1.56210032852892	0.673726363859691	0.661201624333981
mmu-mir-12196	0.832247665246288	2.56841187301552	0.313691533825511	0.937260197117349	1.34745272771938	0.661201624333981
mmu-mir-9-3	0.832247665246288	0.933967953823824	0.627383067651021	2.49936052564626	1.34745272771938	0.661201624333981
mmu-mir-431	0.554831776830859	1.16745994227978	0	1.8745203942347	4.04235818315814	0.661201624333981
mmu-mir-683-1	0.832247665246288	1.63444391919169	0.941074601476532	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-721	1.38707944207715	0.700475965367868	1.25476613530204	1.24968026282313	0	1.65300406083495
mmu-mir-669d	0.832247665246288	0.933967953823824	0.941074601476532	1.24968026282313	1.34745272771938	1.65300406083495
mmu-mir-669f	1.66449533049258	1.40095193073574	0.313691533825511	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-1960	1.10966355366172	1.40095193073574	0	1.56210032852892	2.02117909157907	0.991802436500971
mmu-mir-683-2	0.832247665246288	1.63444391919169	0.941074601476532	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-3066	1.66449533049258	0.700475965367868	1.25476613530204	1.56210032852892	1.34745272771938	0.33060081216699
mmu-mir-6239	0.554831776830859	1.16745994227978	2.19584073677857	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-6413	3.05157477256972	1.16745994227978	0	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-6925	1.66449533049258	1.40095193073574	1.25476613530204	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-7083	1.38707944207715	0.933967953823824	1.25476613530204	1.24968026282313	0	1.32240324866796
mmu-mir-9-2	0	0.933967953823824	0.941074601476532	2.49936052564626	1.34745272771938	0.991802436500971
mmu-mir-297a-2	0.832247665246288	2.1014278961036	0	0.312420065705783	0.673726363859691	1.98360487300194
mmu-mir-196a-1	1.10966355366172	0.933967953823824	1.56845766912755	2.18694045994048	0	0
mmu-mir-124-2	0	1.40095193073574	1.25476613530204	1.24968026282313	0	1.98360487300194
mmu-mir-217	0.277415888415429	1.16745994227978	1.25476613530204	1.24968026282313	1.34745272771938	1.32240324866796
mmu-mir-344-2	1.66449533049258	0.233491988455956	0.627383067651021	1.56210032852892	1.34745272771938	1.32240324866796
mmu-mir-1969	1.66449533049258	1.16745994227978	0.941074601476532	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-3076	0.277415888415429	0.933967953823824	1.56845766912755	0.624840131411566	2.02117909157907	1.65300406083495
mmu-mir-3109	1.38707944207715	1.63444391919169	0.941074601476532	0.624840131411566	0	0.991802436500971
mmu-mir-3970	0.832247665246288	0.233491988455956	4.39168147355715	0.312420065705783	0	0.33060081216699
mmu-mir-5620	1.10966355366172	1.16745994227978	0.313691533825511	2.18694045994048	0.673726363859691	0.661201624333981
mmu-mir-6347	0.832247665246288	1.40095193073574	1.25476613530204	1.56210032852892	0	0.661201624333981
mmu-mir-6348	1.66449533049258	0.700475965367868	1.25476613530204	1.8745203942347	0.673726363859691	0
mmu-mir-130c	0.554831776830859	1.86793590764765	0.941074601476532	1.24968026282313	0	0.991802436500971
mmu-mir-6405	1.10966355366172	0.933967953823824	0.627383067651021	1.56210032852892	1.34745272771938	0.991802436500971
mmu-mir-7010	1.66449533049258	0.933967953823824	0.941074601476532	0	2.02117909157907	1.32240324866796
mmu-mir-7021	1.10966355366172	1.63444391919169	0.313691533825511	0.937260197117349	0.673726363859691	1.32240324866796
mmu-mir-7028	1.66449533049258	0.700475965367868	1.25476613530204	0.312420065705783	1.34745272771938	1.32240324866796
mmu-mir-7085	1.10966355366172	0.933967953823824	0.627383067651021	2.49936052564626	0	0.661201624333981
mmu-mir-7662	0.554831776830859	2.1014278961036	1.25476613530204	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-8104	1.38707944207715	0.933967953823824	1.25476613530204	0.937260197117349	0.673726363859691	0.991802436500971
mmu-mir-3552	1.66449533049258	1.63444391919169	0.627383067651021	1.24968026282313	0.673726363859691	0
mmu-mir-298	0.832247665246288	2.56841187301552	0.627383067651021	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-301b	0.554831776830859	1.86793590764765	1.25476613530204	0.312420065705783	0	1.32240324866796
mmu-mir-679	1.38707944207715	0.700475965367868	0.627383067651021	1.8745203942347	0.673726363859691	0.661201624333981
mmu-mir-705	1.10966355366172	1.86793590764765	0.313691533825511	1.24968026282313	1.34745272771938	0
mmu-mir-466f-2	1.66449533049258	0.466983976911912	1.56845766912755	0.624840131411566	0.673726363859691	0.991802436500971
mmu-mir-449b	0.277415888415429	1.63444391919169	0.313691533825511	1.56210032852892	1.34745272771938	0.991802436500971
mmu-mir-1193	1.66449533049258	1.16745994227978	0.627383067651021	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-1893	1.10966355366172	0.700475965367868	1.56845766912755	0	0.673726363859691	1.98360487300194
mmu-mir-466n	1.66449533049258	1.40095193073574	0	0.937260197117349	0	1.32240324866796
mmu-mir-3090	0.277415888415429	2.1014278961036	0.313691533825511	0.937260197117349	1.34745272771938	0.991802436500971
mmu-mir-3110	0.554831776830859	1.63444391919169	0	2.18694045994048	0	0.991802436500971
mmu-mir-6337	1.38707944207715	0.700475965367868	0.941074601476532	0.624840131411566	1.34745272771938	1.32240324866796
mmu-mir-145b	0.554831776830859	0.700475965367868	2.19584073677857	1.8745203942347	0	0.33060081216699
mmu-mir-6362	1.38707944207715	0.933967953823824	0.627383067651021	2.18694045994048	0.673726363859691	0
mmu-mir-6933	1.10966355366172	1.16745994227978	0.627383067651021	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-8091	0.832247665246288	0.700475965367868	0.313691533825511	3.12420065705783	0.673726363859691	0.33060081216699
mmu-mir-8113	1.38707944207715	2.1014278961036	0.313691533825511	1.24968026282313	0	0
mmu-mir-344-1	1.66449533049258	0.466983976911912	0.627383067651021	0.937260197117349	1.34745272771938	0.991802436500971
mmu-mir-410	0.277415888415429	0.700475965367868	0.313691533825511	1.8745203942347	3.36863181929845	0.661201624333981
mmu-mir-694	2.21932710732343	1.63444391919169	0.313691533825511	0.312420065705783	0	0.33060081216699
mmu-mir-704	0.832247665246288	1.40095193073574	0	1.24968026282313	1.34745272771938	0.991802436500971
mmu-mir-717	0.832247665246288	1.16745994227978	0.627383067651021	1.56210032852892	0.673726363859691	0.661201624333981
mmu-mir-493	0	0.933967953823824	0.627383067651021	1.56210032852892	0.673726363859691	1.98360487300194
mmu-mir-1966	2.21932710732343	0.700475965367868	0.941074601476532	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-3062	1.10966355366172	0.933967953823824	0.941074601476532	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-3092	0.832247665246288	1.86793590764765	1.56845766912755	0.624840131411566	0	0
mmu-mir-6404	0.554831776830859	1.40095193073574	1.25476613530204	0.312420065705783	0.673726363859691	1.32240324866796
mmu-mir-6952	0.832247665246288	1.40095193073574	0.627383067651021	1.56210032852892	0	0.661201624333981
mmu-mir-6961	2.21932710732343	0.700475965367868	0.627383067651021	0	1.34745272771938	0.991802436500971
mmu-mir-7017	0.277415888415429	0.933967953823824	0.313691533825511	1.8745203942347	0	1.98360487300194
mmu-mir-8108	0.554831776830859	1.16745994227978	0.313691533825511	1.24968026282313	2.02117909157907	0.991802436500971
mmu-mir-935	1.10966355366172	1.40095193073574	0.313691533825511	0.624840131411566	0.673726363859691	1.32240324866796
mmu-mir-9768	0.832247665246288	2.1014278961036	0.313691533825511	0.937260197117349	0	0.661201624333981
mmu-mir-12178	0.832247665246288	1.63444391919169	1.25476613530204	0	0.673726363859691	0.991802436500971
mmu-mir-129-1	0.554831776830859	1.40095193073574	0.627383067651021	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-9-1	0.277415888415429	0.466983976911912	0.627383067651021	2.49936052564626	1.34745272771938	0.661201624333981
mmu-mir-693	0.277415888415429	0.933967953823824	0.941074601476532	0.624840131411566	1.34745272771938	1.65300406083495
mmu-mir-466l	0.832247665246288	1.86793590764765	0	0.937260197117349	0	0.991802436500971
mmu-mir-3965	1.10966355366172	1.40095193073574	0.627383067651021	0.624840131411566	0	0.991802436500971
mmu-mir-5619	0.832247665246288	0.700475965367868	1.56845766912755	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-6352	1.10966355366172	1.63444391919169	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-6368	0.832247665246288	0.700475965367868	2.50953227060408	0.312420065705783	0	0.661201624333981
mmu-mir-6370	0.554831776830859	1.63444391919169	1.25476613530204	0.624840131411566	1.34745272771938	0
mmu-mir-6383	0.832247665246288	1.16745994227978	0.627383067651021	0.937260197117349	1.34745272771938	0.661201624333981
mmu-mir-6392	1.10966355366172	1.16745994227978	0.941074601476532	0.624840131411566	1.34745272771938	0.33060081216699
mmu-mir-6394	1.10966355366172	0.466983976911912	1.56845766912755	0.624840131411566	0	1.32240324866796
mmu-mir-6980	0.832247665246288	0.933967953823824	0.627383067651021	0.937260197117349	0.673726363859691	1.32240324866796
mmu-mir-7060	1.10966355366172	2.1014278961036	0.941074601476532	0.312420065705783	0	0
mmu-mir-7243	0.554831776830859	1.63444391919169	0.313691533825511	1.24968026282313	0.673726363859691	0.661201624333981
mmu-mir-8090	0.832247665246288	1.16745994227978	0.941074601476532	1.24968026282313	0	0.661201624333981
mmu-mir-8099-1	0.554831776830859	1.40095193073574	0.313691533825511	0.624840131411566	0.673726363859691	1.65300406083495
mmu-mir-8099-2	0.554831776830859	1.40095193073574	0.313691533825511	0.624840131411566	0.673726363859691	1.65300406083495
mmu-mir-369	0.554831776830859	0.933967953823824	1.88214920295306	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-551b	0.277415888415429	1.40095193073574	0	1.8745203942347	0	0.991802436500971
mmu-mir-761	1.94191121890801	1.16745994227978	0	0.937260197117349	0	0.33060081216699
mmu-mir-680-3	0.554831776830859	1.40095193073574	1.56845766912755	0.937260197117349	0	0
mmu-mir-692-1	0	1.40095193073574	1.25476613530204	0.624840131411566	0	1.32240324866796
mmu-mir-697	0.832247665246288	0.700475965367868	0	1.8745203942347	1.34745272771938	0.661201624333981
mmu-mir-3075	0.554831776830859	0.933967953823824	0.313691533825511	1.24968026282313	1.34745272771938	0.991802436500971
mmu-mir-5120	0.277415888415429	2.1014278961036	0.627383067651021	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-5121	1.94191121890801	0.466983976911912	0.627383067651021	0.624840131411566	0	0.991802436500971
mmu-mir-6373	1.10966355366172	0.700475965367868	1.25476613530204	0.937260197117349	0	0.661201624333981
mmu-mir-6378	1.94191121890801	0.933967953823824	0.313691533825511	1.24968026282313	0	0
mmu-mir-6951	1.66449533049258	0.933967953823824	0.941074601476532	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-7235	1.66449533049258	0.933967953823824	0.941074601476532	0	0.673726363859691	0.661201624333981
mmu-mir-96	0.277415888415429	0.933967953823824	1.25476613530204	0.624840131411566	0.673726363859691	0.991802436500971
mmu-mir-135b	1.10966355366172	1.16745994227978	1.25476613530204	0.312420065705783	0	0.33060081216699
mmu-mir-376b	0.832247665246288	0.700475965367868	0	1.8745203942347	0	0.991802436500971
mmu-mir-370	1.66449533049258	1.16745994227978	0.313691533825511	0.624840131411566	0.673726363859691	0
mmu-mir-3106	1.38707944207715	1.16745994227978	0	0.624840131411566	2.02117909157907	0
mmu-mir-666	0.277415888415429	1.40095193073574	0	1.24968026282313	0	1.32240324866796
mmu-mir-698	0.554831776830859	1.16745994227978	0.627383067651021	0.624840131411566	0	1.32240324866796
mmu-mir-544	0.554831776830859	0.933967953823824	0.313691533825511	1.56210032852892	1.34745272771938	0.33060081216699
mmu-mir-1190	0.554831776830859	1.63444391919169	0.313691533825511	0.312420065705783	1.34745272771938	0.661201624333981
mmu-mir-1906-1	0.554831776830859	1.40095193073574	1.56845766912755	0	0	0.661201624333981
mmu-mir-1932	1.10966355366172	1.63444391919169	0	0	1.34745272771938	0.661201624333981
mmu-mir-1950	0.832247665246288	0.466983976911912	1.25476613530204	1.8745203942347	0	0
mmu-mir-2137	0.554831776830859	0.700475965367868	0.627383067651021	1.24968026282313	0	1.32240324866796
mmu-mir-466o	0.554831776830859	0.466983976911912	0.313691533825511	0.937260197117349	0	2.31420568516893
mmu-mir-1906-2	0.554831776830859	1.40095193073574	1.56845766912755	0	0	0.661201624333981
mmu-mir-5136	0.277415888415429	0.466983976911912	1.25476613530204	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-6359	1.10966355366172	1.16745994227978	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-6386	1.10966355366172	0.233491988455956	0.627383067651021	1.56210032852892	0	0.991802436500971
mmu-mir-6390	1.10966355366172	0.933967953823824	0.627383067651021	0.937260197117349	1.34745272771938	0
mmu-mir-6412	1.10966355366172	0.466983976911912	1.88214920295306	0	2.02117909157907	0
mmu-mir-6419	0.554831776830859	0.700475965367868	1.88214920295306	0.624840131411566	0	0.661201624333981
mmu-mir-6990	1.10966355366172	0.466983976911912	0.313691533825511	1.56210032852892	0	0.991802436500971
mmu-mir-7054	0.277415888415429	1.16745994227978	0.627383067651021	1.8745203942347	0.673726363859691	0
mmu-mir-7070	0.832247665246288	1.63444391919169	0	0.312420065705783	0	1.32240324866796
mmu-mir-7117	0.554831776830859	1.40095193073574	0.941074601476532	0.937260197117349	0	0.33060081216699
mmu-mir-7648	0.554831776830859	0.700475965367868	0	0.312420065705783	2.69490545543876	1.65300406083495
mmu-mir-7036b	0.832247665246288	1.63444391919169	0.313691533825511	0.937260197117349	0.673726363859691	0
mmu-mir-8102	0.832247665246288	1.40095193073574	0	0.312420065705783	2.02117909157907	0.661201624333981
mmu-mir-9b-2	0	0.933967953823824	0.627383067651021	1.56210032852892	1.34745272771938	0.661201624333981
mmu-mir-12193	1.10966355366172	0.933967953823824	0.941074601476532	0.624840131411566	0	0.661201624333981
mmu-mir-12194	1.10966355366172	1.40095193073574	0.627383067651021	0	0.673726363859691	0.661201624333981
mmu-mir-9b-3	0.277415888415429	0.700475965367868	0.313691533825511	1.8745203942347	1.34745272771938	0.661201624333981
mmu-mir-196a-2	0.277415888415429	0.933967953823824	0.941074601476532	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-3475	1.38707944207715	0.700475965367868	0.941074601476532	0.937260197117349	0	0
mmu-mir-669a-3	0.554831776830859	0.700475965367868	0.627383067651021	1.24968026282313	0	0.991802436500971
mmu-mir-743b	0	1.16745994227978	0.313691533825511	1.8745203942347	0.673726363859691	0.33060081216699
mmu-mir-1892	0.832247665246288	1.40095193073574	0.627383067651021	0.937260197117349	0	0
mmu-mir-1898	0.277415888415429	0.933967953823824	0.627383067651021	1.24968026282313	1.34745272771938	0.33060081216699
mmu-mir-3070-2	0.554831776830859	1.16745994227978	0.313691533825511	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-3081	1.66449533049258	1.16745994227978	0	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-3085	0.832247665246288	0.700475965367868	0.313691533825511	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-466m	1.38707944207715	0.466983976911912	0.627383067651021	0.624840131411566	0	0.991802436500971
mmu-mir-344c	0.554831776830859	1.40095193073574	0.941074601476532	0.312420065705783	0	0.661201624333981
mmu-mir-5625	0.554831776830859	0.466983976911912	1.56845766912755	0.312420065705783	0	1.32240324866796
mmu-mir-6344	0.832247665246288	1.16745994227978	0.627383067651021	1.24968026282313	0	0
mmu-mir-6360	0.832247665246288	0.933967953823824	1.25476613530204	0.312420065705783	0	0.661201624333981
mmu-mir-6365	0.554831776830859	0.933967953823824	0.627383067651021	1.24968026282313	1.34745272771938	0
mmu-mir-6375	1.10966355366172	0.933967953823824	0.941074601476532	0.624840131411566	0.673726363859691	0
mmu-mir-6395	0.554831776830859	1.40095193073574	0.313691533825511	0.624840131411566	0	0.991802436500971
mmu-mir-6410	0.832247665246288	1.40095193073574	0.941074601476532	0.312420065705783	0	0.33060081216699
mmu-mir-6538	1.38707944207715	0.933967953823824	0	0.937260197117349	0.673726363859691	0.33060081216699
mmu-mir-6899	1.38707944207715	0.933967953823824	0.627383067651021	0.624840131411566	0.673726363859691	0
mmu-mir-6932	1.10966355366172	0.700475965367868	0	0.312420065705783	0	1.98360487300194
mmu-mir-6970	0.277415888415429	0.700475965367868	0.627383067651021	0.937260197117349	2.02117909157907	0.661201624333981
mmu-mir-6971	0	1.63444391919169	0.313691533825511	0.312420065705783	0	1.65300406083495
mmu-mir-6987	0.554831776830859	1.63444391919169	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-6989	0.832247665246288	1.16745994227978	0.313691533825511	1.24968026282313	0	0.33060081216699
mmu-mir-7011	0.554831776830859	0.700475965367868	0.313691533825511	1.56210032852892	0	0.991802436500971
mmu-mir-7048	1.10966355366172	0.933967953823824	0.313691533825511	0.312420065705783	0.673726363859691	0.991802436500971
mmu-mir-7064	0.832247665246288	1.16745994227978	0.627383067651021	0.624840131411566	0	0.661201624333981
mmu-mir-7089	1.66449533049258	0.933967953823824	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-7090	0	0.466983976911912	0.627383067651021	2.81178059135205	0.673726363859691	0
mmu-mir-219b	0	0.466983976911912	1.88214920295306	0.312420065705783	0.673726363859691	1.32240324866796
mmu-mir-7667	0.554831776830859	1.86793590764765	0.627383067651021	0.312420065705783	0	0.33060081216699
mmu-mir-7669	1.94191121890801	0.233491988455956	0.941074601476532	0.312420065705783	0	0.661201624333981
mmu-mir-7687	1.10966355366172	0.700475965367868	0.627383067651021	0.937260197117349	1.34745272771938	0
mmu-mir-3618	0.277415888415429	0.700475965367868	0.941074601476532	1.56210032852892	0	0.661201624333981
mmu-mir-12197	0.554831776830859	1.16745994227978	1.25476613530204	0.624840131411566	0	0.33060081216699
mmu-mir-12198	0.832247665246288	0.933967953823824	0.313691533825511	1.24968026282313	0	0.661201624333981
mmu-mir-293	0.832247665246288	0.233491988455956	0	1.56210032852892	1.34745272771938	0.661201624333981
mmu-mir-294	0.277415888415429	0.466983976911912	0.627383067651021	1.24968026282313	2.02117909157907	0.33060081216699
mmu-mir-295	0.832247665246288	1.16745994227978	0.627383067651021	0.624840131411566	0	0.33060081216699
mmu-mir-483	0.277415888415429	0.700475965367868	0.941074601476532	0.624840131411566	2.02117909157907	0.33060081216699
mmu-mir-216b	1.10966355366172	0.700475965367868	0.941074601476532	0.312420065705783	0	0.661201624333981
mmu-mir-670	0.554831776830859	1.40095193073574	0	0.937260197117349	1.34745272771938	0
mmu-mir-680-1	2.21932710732343	0.466983976911912	0.313691533825511	0.312420065705783	0.673726363859691	0
mmu-mir-687	1.10966355366172	0.466983976911912	0.627383067651021	0.624840131411566	1.34745272771938	0.33060081216699
mmu-mir-702	0.554831776830859	0.466983976911912	0.313691533825511	0.937260197117349	0	1.65300406083495
mmu-mir-1901	1.38707944207715	0	0.313691533825511	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-669o	0.832247665246288	0.466983976911912	0.313691533825511	0.624840131411566	1.34745272771938	0.991802436500971
mmu-mir-1952	0.554831776830859	0.466983976911912	2.50953227060408	0.312420065705783	0	0
mmu-mir-3078	0.832247665246288	0.700475965367868	0	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-3095	0.832247665246288	0.700475965367868	1.25476613530204	0.312420065705783	1.34745272771938	0
mmu-mir-5108	1.10966355366172	0.700475965367868	0.941074601476532	0.624840131411566	0	0.33060081216699
mmu-mir-5615-1	1.66449533049258	0.933967953823824	0.627383067651021	0.312420065705783	0	0
mmu-mir-5615-2	1.66449533049258	0.933967953823824	0.627383067651021	0.312420065705783	0	0
mmu-mir-5624	0	0	0	0.312420065705783	6.73726363859691	0.661201624333981
mmu-mir-6407	0.832247665246288	1.16745994227978	0.313691533825511	0	0.673726363859691	0.991802436500971
mmu-mir-6411	0.554831776830859	0.700475965367868	0.941074601476532	1.24968026282313	0	0.33060081216699
mmu-mir-6417	1.10966355366172	0.466983976911912	0.627383067651021	0.312420065705783	0.673726363859691	0.991802436500971
mmu-mir-6537	0.277415888415429	1.40095193073574	0.627383067651021	0	0.673726363859691	0.991802436500971
mmu-mir-6930	1.10966355366172	0.700475965367868	0.313691533825511	0.937260197117349	0	0.661201624333981
mmu-mir-6959	0	0.700475965367868	0	2.18694045994048	0.673726363859691	0.661201624333981
mmu-mir-7005	1.10966355366172	1.16745994227978	0.627383067651021	0.312420065705783	0	0.33060081216699
mmu-mir-7009	1.10966355366172	0.700475965367868	0.313691533825511	0.937260197117349	0	0.661201624333981
mmu-mir-7014	0.832247665246288	0.466983976911912	0.627383067651021	0.937260197117349	0	0.991802436500971
mmu-mir-7047	1.10966355366172	1.16745994227978	0	0.937260197117349	0.673726363859691	0
mmu-mir-7088	0.277415888415429	1.16745994227978	0.941074601476532	0.624840131411566	0	0.661201624333981
mmu-mir-7221	0.832247665246288	0.933967953823824	0.313691533825511	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-9718	1.10966355366172	1.16745994227978	0	0.937260197117349	0.673726363859691	0
